,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
tbx-32,"[0.5022113131849028, 0.6280845369834454, 0.47360588985895147, 0.31388744069673435, 0.15929499108684003, -0.7496563534715414, -0.4810473774989427, 0.8180066683140071, -0.6756361392880553, -0.5578699753193334, -0.7147502466264583, 0.4150206306482994, -0.7668594062465057, -0.4285715882553076, 0.685953136099808, 0.628802962407337]","[0.08911577433641235, 0.4014130232339518, 0.37705207047091405, -0.480234073049424, 0.496276993685025, -0.5504382862116695, -0.35649733961338537, 0.802030142374401, -0.3733578277531938, -0.6032440279455634, -0.5771157382079863, -0.029308662278052205, -0.471557705457331, -0.32152365663026344, 0.18673679051425715, 0.25412529186752564]","[-0.5676155117073504, 0.515989560605665, 0.5173403639287304, -0.1479639057275693, 0.566144963393272, -0.5566699098884866, 0.4746307494347228, 0.46123244029698074, -0.5877279621081549, -0.48582263301986583, -0.41808311409742527, 0.1301144322599192, -0.4443214953997675, -0.05513509549297463, 0.4380575587329918, 0.6444149263638527]","[-0.23954711808682172, -0.33559861766626675, 0.29149739507693084, -0.24251879056425607, 0.5777860823268747, -0.14676907915618803, 0.028025842758282446, 0.14605151199366687, 0.316383880717668, 0.29551090365581767, 0.14829849680379684, -0.30434242236579917, 0.2301704039482261, 0.2315825899422077, -0.3519107970958267, -0.060206224076083704]","[0.3322659127602509, 0.5326716334990095, 0.4419327850378687, 0.126236061077494, 0.4964759867601552, -0.6585703912026114, -0.649766888764245, 0.8506141100867364, -0.4893794823512824, -0.45856247870053773, -0.23097069427365713, 0.29814664137993263, -0.6087910934729098, -0.403236002877375, 0.38563627159655367, 0.5181142059567967]"
tbx-33,"[0.5811406734897101, 0.0922627129479406, 0.007752151806717331, 0.008218263509698037, 0.10167615274861369, -0.32817426891800294, 0.06170236624660321, 0.6106230882674712, -0.23911326336972344, -0.07915619945242602, -0.24468932885092107, 0.05940467987705528, -0.29550566978465315, -0.33649505385191586, 0.12326324561423552, 0.2979495332479221]",[],[],"[-0.23174869766721615, 0.18914813356171284, 0.6782366422548674, -0.21937911114641542, -0.26657800655303954, -0.540765238530852, -0.38581985757230763, 0.045388361273638975, -0.10381934529167305, -0.47539076742452674, -0.07810197236226255, -0.21315905974448002, -0.18056577855450204, 0.4205163459476085, -0.3031055663194966, -0.0810909013937207]","[-0.4552402302683484, -0.48584660212840985, -0.057264458507420804, -0.6017415901131957, 0.20792222016737602, 0.5837033985787624, 0.3919582780019624, -0.4854355814078773, 0.4774802588675947, 0.026678414098011194, 0.8485214945198147, -0.6111220190240182, 0.5461482959482635, 0.6056875484704751, -0.5497380061106768, -0.6277501620927202]"
tbx-35,[],[],[],"[-0.48046694066788187, 0.20183976396313785, 0.26526411652651216, 0.10009030939345803, 0.15784880207469137, -0.39839675529007623, -0.6670888621314919, 0.7369218854031753, -0.14782624312237344, -0.2925085102165688, -0.15811980974209502, -0.10166006120840755, -0.23294422431813994, -0.20346581997192253, 0.12792417221478322, 0.19528255807797457]",[]
tbx-36,[],[],"[0.6861039494417069, 0.26724987881092077, -0.3730056577154778, 0.3601333382723643, 0.285225309938987, -0.49537251644960656, 0.34344252730358305, -0.17069444453784363, -0.3084549115880067, -0.3379096793534375, -0.10256864767617456, 0.246594177323388, -0.43875294334117954, -0.39817433563190274, 0.3233962642188797, 0.316507791453185]","[0.011399159095951267, 0.6263178567487131, -0.8979938037983537, 0.9173936388173569, -0.4352909207513726, -0.04471712709933283, 0.07074699046259803, 0.1688704942822787, -0.7229238539579104, -0.2441484263073747, -0.7171466855658779, 0.907108994063214, -0.6527752665339578, -0.9015620410564238, 0.9127696424306304, 0.7879147365775612]","[-0.04969082775115151, 0.2701102982505163, 0.4499643653099998, 0.027437680435041162, 0.3995022732971916, -0.33314324938071804, -0.4991999420514456, 0.7993161744120297, -0.11771787052294591, -0.4513617283125331, 0.0018486424009815997, 0.10291327527603977, -0.3163953071288647, -0.2873580355960975, 0.508903299819251, 0.2799056910105478]"
tbx-37,"[-0.29313687776276276, -0.2502616113014645, 0.11528775557863744, -0.4301956048961224, 0.5251890475656826, 0.010342954074005402, 0.6261778791185019, -0.5296438388379014, 0.1487401293418823, 0.32612613121873013, 0.22891092464177895, -0.4178394912420161, 0.33429059964376745, 0.6420378694999774, -0.4071564558714817, -0.4437614348078556]","[0.5040744201068273, 0.23184164972599725, -0.2766916140697677, 0.4573056060783868, -0.4560338210003595, -0.24107477636969735, -0.2711405748224888, -0.3290068321965713, -0.3425640559585821, -0.06982590934180283, -0.05580705745710902, 0.5039021351400066, -0.2794674824027475, -0.3449023858710193, 0.3423374735984044, 0.4380488745860588]",[],"[-0.48046694066788187, 0.20183976396313785, 0.26526411652651216, 0.10009030939345803, 0.15784880207469137, -0.39839675529007623, -0.6670888621314919, 0.7369218854031753, -0.14782624312237344, -0.2925085102165688, -0.15811980974209502, -0.10166006120840755, -0.23294422431813994, -0.20346581997192253, 0.12792417221478322, 0.19528255807797457]","[0.4140122446600829, 0.24053417213962458, 0.06634738599692525, 0.03791056892632391, 0.19041819223764966, -0.3886496409023775, -0.2901820690931948, 0.399573589803167, -0.34497934052994444, -0.26247015872393353, -0.25291998107344615, 0.17130537785173972, -0.33172414253546395, -0.25100731946356825, -0.07916193368823152, 0.30542674169898615]"
tbx-38,"[-0.40531225478662314, -0.20137097818881916, 0.3841770494572676, -0.4827907938045606, 0.7085805475192056, -0.0941294273137102, 0.4777456711495653, -0.5795233753806154, 0.10751893716595345, 0.20571098430225498, 0.08086710694646343, -0.3858755654504362, 0.2803144712602603, 0.8128185414975019, -0.44621525612748025, -0.4669116849122833]",[],"[-0.08044851310274485, -0.4881320190369167, 0.379902327097872, -0.42376089204187567, 0.13976914125952294, -0.23015634670622703, -0.014957526678326514, -0.7234216721433161, 0.3338266677101273, 0.6370947812114455, 0.44606304130217905, -0.329441651778215, 0.4932499514986183, 0.519779094902448, -0.5271916507855811, -0.7578088069036073]","[-0.12034838289354188, -0.16630522386563185, 0.4170584359193378, -0.4319050276962665, 0.19145269027052747, 0.011629988867437553, -0.05551286516796862, 0.05686681930637807, 0.22821590192790536, 0.002919296907544784, 0.28464324548685854, -0.45151024675742957, 0.2738227533415458, 0.32835739775728284, -0.33591205809419533, -0.3687770588459639]","[0.06843936060137527, 0.012801071815367424, 0.02002714942602478, -0.29901720345435534, 0.3599175294795252, -0.07514884183692658, 0.12450511257308977, -0.027827382467348644, -0.09360836806660648, -0.12446254470606692, 0.4159014039746587, -0.19664855977153728, -0.031617360746496445, 0.21384542312636146, -0.3372422234023843, -0.0963306649806586]"
tbx-39,"[0.10534853069406683, 0.1882693694098987, 0.5336524378681313, -0.05111077483999028, 0.2178221998598615, -0.37226899634077293, -0.5195527027847244, 0.7002699855813646, -0.20485928572314374, -0.6624606232340982, -0.2776835268045236, -0.005536545199625785, -0.29041534815436004, -0.15865516676172875, 0.5747204565160463, 0.2501716669732567]",[],[],[],"[-0.37216869817274173, 0.23332231043192742, 0.7405957708706821, -0.1713662016750665, 0.5279963129195206, -0.11413506180897548, -0.2911836053649116, -0.10705677371657217, -0.03790150080607061, -0.23418981390990457, -0.4928937582921481, -0.017654563295058635, -0.07039604376516134, 0.46349974693160517, -0.22412826123525703, -0.1241622170133378]"
tbx-40,[],[],[],[],[]
tlp-1,"[-0.37928287361895274, -0.7345825331979949, 0.005902352979539477, -0.6929902139084425, 0.5515868467745267, 0.3427744101663087, 0.7391072357503856, -0.519410138621996, 0.5691853699140346, 0.3822976156930681, 0.5223818744719073, -0.7125733927631464, 0.7257535385158127, 0.7289664600786038, -0.7547903992708462, -0.7130721862839725]","[-0.669479636183388, -0.8038799573330863, -0.06864624126610187, -0.45149937714497324, 0.20433786353689293, 0.8090061875976147, 0.9588802608276461, -0.1818968585301326, 0.7752368635119469, 0.008603958083248098, 0.8445817894074714, -0.788034578601359, 0.8180591834087688, 0.6787659743455716, -0.8174097091002327, -0.858993004720848]","[-0.12911201184166027, -0.8765332372709534, 0.29874381756589524, -0.6249819080922786, -0.27931447954646477, 0.04103793215241128, -0.5306994774939177, -0.5435647203398553, 0.8174589876230178, 0.9427224307638667, 0.7857365481745914, -0.6971390344579197, 0.9094615562856381, 0.7268647476670445, -0.8433879848015405, -0.9350920256149587]","[0.4968921839140262, -0.7004370325661938, 0.18027743243394428, -0.7011492454819631, 0.29900363590115964, 0.6313888197438912, 0.6994903926162346, -0.7742539737424613, 0.6792473934004483, 0.4906393666981861, 0.6952581918511005, -0.45361295449995975, 0.8067665917282041, 0.6562144566042001, -0.6035426127562902, -0.7505827171420998]","[-0.8599814077725119, -0.720336751563738, 0.15921523037593902, -0.8896799382453782, 0.3941685004708947, 0.7512467086668788, 0.667305099496016, -0.48900316513663467, 0.8078609986828983, -0.24098468443377083, 0.6643658567176607, -0.8858771747746288, 0.8178841172617188, 0.956579618912988, -0.9004833155504632, -0.9368832035661042]"
tra-1,"[-0.26683290763966305, -0.6296090647427729, -0.3294694187575788, -0.4093350332695304, -0.3686779712255556, 0.7865958489395044, -0.23311188359074053, -0.12932996743376143, 0.7621976667792242, 0.36999173427004234, 0.7085258397300652, -0.47330752205876414, 0.589934239812396, 0.0687972621947159, -0.4676076411448046, -0.461445630364997]","[-0.2324861327625665, -0.5132300522667526, -0.4224115730856377, 0.1200141429764779, -0.21440116711815674, 0.5083812520164521, 0.2915488817025773, 0.3074548727351204, 0.5743490194416341, 0.45527517939707607, 0.45002810131528354, -0.09592474304797685, 0.48228310245087425, -0.2782789216841871, 0.17025332602321736, -0.12066867112551108]","[-0.570908002437352, -0.18098042085815857, 0.8447194309702944, -0.5905036638156983, -0.05910693624361217, -0.2117405815408763, -0.035088293260198494, -0.2747077656174871, 0.08158377353994059, 0.36807533373180523, 0.11899652520907615, -0.05508787243665969, 0.288771266253569, 0.7042825967495954, -0.5028246724359031, -0.3360478785515927]","[0.08035788691348938, -0.20828252239437794, 0.6591288425128196, -0.6625453922003011, -0.07203314172696854, -0.025474981386575488, 0.1912209461514537, -0.4456067248944588, 0.2862784441237194, -0.0719097920587454, 0.3690492606180822, -0.5335843673388097, 0.3499363370247506, 0.7488787786395406, -0.6314214910224387, -0.5811214372378645]","[0.26512940682995534, 0.4355546407086257, 0.39401070646404834, 0.23294214652651601, 0.16318841586042399, -0.5445406323380263, -0.366454640698933, 0.29251215457930135, -0.40899628922300213, -0.4690697037127429, -0.43057798959753446, 0.5102800218819856, -0.51062801855942, -0.17898692572004093, 0.3168206607326659, 0.4922471897341027]"
ttx-1,"[0.49612273513685606, 0.23456293212360044, -0.27340915423498496, 0.24068629727259824, -0.40685358679937733, -0.0779808651862886, -0.03850753098369404, 0.09403078481239728, -0.22320325859834828, -0.39489378402946473, -0.16985442266963272, 0.5311007526401675, -0.20534511497814825, -0.3749819513586414, 0.29957404561311934, 0.47700122932858013]","[-0.18210785807033003, 0.28637540053009825, 0.40066514779990864, -0.41346931998917114, 0.5081039734642182, -0.30080872473206083, -0.23006074830575904, 0.7306142203670274, -0.15292715942926247, -0.36676037474706763, -0.20950290216968506, -0.03387952865510682, -0.31245812145528334, -0.198335070962253, 0.3443118958060628, 0.10762830151973324]","[-0.7981035427822901, 0.3845913739859927, 0.6214368496062884, -0.21218412333744174, 0.003223864152888202, 0.046563160612013224, 0.06974048223699113, 0.6169865147293213, -0.35753605534491956, -0.3500137761957691, -0.4091995432707706, 0.30759969210671023, -0.2438266437952805, 0.1318293847232759, 0.21383028219151112, 0.45231605360068733]","[-0.7985986131060534, 0.3807995677057588, 0.44904828129357116, 0.0928916320148471, 0.21301424933996044, -0.7432505501875104, -0.6904272969158217, 0.8978814735152004, -0.3023806513815027, -0.34667122731562006, -0.3472911271694185, -0.20634300219282828, -0.4077284340824033, -0.15918210772359448, 0.03581317968774986, 0.33414968566553516]","[0.2705403305927433, 0.10228027900240866, -0.009364620771688967, -0.17305978840133002, 0.31239727668521367, -0.28882425809613643, 0.03229020890948216, 0.30937733602937145, -0.21473920599297425, -0.3235944883678443, 0.26983821695439436, -0.026720148355567616, -0.21201681335479095, -0.0571554974442495, -0.15869796125104202, 0.14271298328058674]"
ttx-3,"[0.6648400403959663, 0.20720486786044173, -0.06550718795660229, 0.08552888593461969, 0.016452854203904167, -0.3504215613667845, 0.06915835279878842, 0.4695124069086572, -0.3258118589855731, 0.013091032514603945, -0.32120385970717935, 0.22356796793027076, -0.38404939585893666, -0.34545772773900796, 0.0594528162288727, 0.37612205477491967]","[0.4158041762375556, 0.22544030969973763, -0.2783137789035353, 0.6585734226979868, -0.4824236481508803, -0.16034398859281335, -0.2787161731788119, -0.5579343749541894, -0.3061323312559748, 0.8786817323149625, -0.2490906426609125, 0.534942003491477, -0.2360487640804872, -0.05927685267445587, 0.44178085701997805, 0.3672745378087831]","[-0.6177931114157587, 0.44968920380565386, 0.3669167935088451, 0.038734024498792846, -0.14375217856842923, 0.33700044370629134, -0.005646270188443572, 0.707817658850363, -0.37200059266702473, -0.4816625952386738, -0.4815054255820141, 0.5628988467361324, -0.3530390763646618, -0.11029287288628112, 0.388331739524608, 0.4654017727956652]","[-0.2414185221125848, -0.07311863712582273, 0.4154696557464959, -0.3174935844444206, 0.20157822759911256, -0.11050639122970368, -0.24538661809665513, 0.26748712768784144, 0.1391970652974706, -0.08565814774003581, 0.18151415554873848, -0.393973427601244, 0.15029296855556837, 0.20305304648610062, -0.23186160582866916, -0.23804591688172191]","[0.680672282560818, 0.8134216573970628, 0.16358341541476112, 0.7651645052472098, -0.17079802926594187, -0.7989550864454641, -0.5817262281409564, 0.11970459779547049, -0.8464428320355214, 0.09906164397587694, -0.7676904799764245, 0.9292320826064323, -0.8399450696695018, -0.536832432485144, 0.6785595037908689, 0.8454809183202958]"
uaf-2,"[-0.49647694707850687, -0.9592247758716044, -0.34443305242887595, -0.6783319763333774, -0.036138652437394364, 0.9025453219229639, 0.2766073891488301, -0.46132199349862807, 0.9821741891728081, 0.6183777270560517, 0.9261766832683985, -0.8153813052512878, 0.9370254279877147, 0.45639683916115226, -0.8524499996876127, -0.8300158402678978]","[-0.7132013176992217, -0.8572270345010403, -0.18007759148337776, -0.2803344703106217, 0.05517784089752924, 0.930989903934287, 0.7587393289213529, 0.05825265154104524, 0.9600855421253548, 0.06769263849652157, 0.8652133050871926, -0.679449116150247, 0.9333381906314945, 0.34883367166148, -0.6038780208137554, -0.7457788398450298]","[-0.038225650855179566, -0.9920163252633016, 0.3303632870242402, -0.7384634592955333, -0.5259838065853283, -0.05136765453637204, -0.833546558295056, -0.2836330786972659, 0.9886625887317239, 0.9314152041545452, 0.9728845436803272, -0.6893593627222513, 0.966614013710497, 0.786247158950123, -0.8864742591247416, -0.8206663572110086]","[0.4676805574070971, -0.9730788057157204, 0.2139190991975869, -0.761892950667406, 0.6417736495608619, 0.6791935771348152, 0.6010040412357673, -0.6342499134815424, 0.9374723152469604, 0.7632689983059381, 0.8548519994094325, -0.5856124933382878, 0.9582034129593507, 0.6849575429692548, -0.7298308965021205, -0.7802054622786365]","[-0.6774470775230897, -0.9451605230905521, -0.2729861057561334, -0.7710948983350105, -0.011210676673304054, 0.8833356951235039, 0.7996615423095147, -0.34307895567377666, 0.9303355391634692, -0.14099991862470623, 0.6454431887912748, -0.8963793407239797, 0.9456148415451502, 0.6330089179402767, -0.8474878874857473, -0.8984310362103767]"
unc-3,"[0.772583005457641, 0.34615893949334076, 0.09541075290182567, 0.11423255055679862, 0.09762098163047844, -0.5293916118397611, -0.0024129251506955773, 0.4738693471062965, -0.48171963185212524, -0.24653279671954334, -0.5407906593538792, 0.43270477243853955, -0.5215380510919201, -0.31124612611290553, 0.14410143134209064, 0.535806632297563]","[0.27485175658981015, 0.6988695191824001, 0.2962867987072517, 0.498527749837805, -0.056130337470096325, -0.5480244348893218, -0.7423865254671078, -0.2166733324226831, -0.5376597140355901, 0.3368176184194397, -0.5739268792929546, 0.6079532142371759, -0.5982643470327432, -0.1490288748470912, 0.5852514180866641, 0.4682457462434025]","[-0.8044699737936917, 0.08943250320361318, 0.7902507372834882, -0.512877359891506, 0.3183271527466201, -0.42559007954951117, 0.061557557048666445, 0.4582458624838437, -0.16046395897662125, -0.09157136833531937, -0.02573866290065005, -0.07498163286364809, -0.00031074879475989636, 0.3017555234024376, 0.11407422416650032, 0.2361930805375076]","[-0.44360961553991834, 0.11890165344833055, 0.8309421928485256, -0.3644907934152431, 0.0029321948123370856, -0.5389579183384381, -0.5926950209849602, 0.39209650205029073, 0.00046220574776340007, -0.45257062881063653, 0.04730720638919614, -0.4615297536739724, -0.06233421157145683, 0.39379933238405684, -0.3517007686543402, -0.1899713923899052]","[0.15250568726895797, 0.14440452676865542, 0.14818075369661782, -0.2298021506024153, 0.45824517027020745, -0.2568733895461045, -0.11105106805562509, 0.3323067849867934, -0.19565982303102655, -0.3033319162855659, 0.316568514822989, -0.09379595205963939, -0.2030933202330689, 0.011907458317915814, -0.1306201699028644, 0.08428090614106758]"
unc-4,"[0.9000478193931136, 0.5845302434003348, -0.16560972080847478, 0.45260339571003805, -0.27890134403193945, -0.5309073386581199, -0.005943498325339842, 0.40526668609927313, -0.6599301899064737, -0.45450583721495136, -0.6023073830121136, 0.8024697162260234, -0.6448347391441851, -0.5914761716195349, 0.47502455779618064, 0.8196721345583532]","[-0.26938193361409885, -0.5329683380807181, -0.23180015924669448, -0.1028103763654857, -0.00781929970846651, 0.43680370406202035, 0.5869403222375257, -0.019359393070107478, 0.4989922631247817, 0.0316503666049109, 0.5326407295558906, -0.3508951497005536, 0.4818421704585737, 0.12535445693699204, -0.3731029131358606, -0.39459820787381394]","[-0.07109541649396281, 0.4617072515896068, -0.08805580929606438, 0.4186073567802573, -0.45399136261032513, 0.7235643244381967, 0.04927641820485514, 0.16157793947921156, -0.34931271323683605, -0.382209383312467, -0.5965433370235409, 0.7666304900410654, -0.3921454614714623, -0.207109079273187, 0.16784564616045877, 0.21442820221611017]","[-0.8526831163808489, 0.3862625806149977, -0.06005019180062739, 0.2514289502986947, 0.49326443353820437, -0.5721138202470627, -0.009813777910845103, 0.7517143153123252, -0.3800405245029968, 0.18656807902740463, -0.5028563336016013, -0.11478752153014199, -0.3994320717389566, -0.4069184398986194, 0.1242241890382903, 0.5479009066067438]","[-0.5358432107049024, -0.39227869582010355, 0.10545632079676018, -0.2318450633329854, 0.027266745192576488, 0.38870810198166644, 0.09650740584802864, 0.31663296964670246, 0.5589679310341606, -0.15379485903863627, 0.013889528967008909, -0.40328651082985884, 0.42052492770703503, 0.07094862962110643, 0.0016311355725956087, -0.3547798216424295]"
unc-30,"[0.31155298383395313, 0.6386262137669665, -0.5355559544493107, 0.8678136274858368, -0.808154517067323, -0.07591887515464435, -0.21520629644711697, 0.022113620171402365, -0.4760507084183142, 0.0321652175247365, -0.2818449958100303, 0.7591207020088078, -0.5043545191729728, -0.7349551565992147, 0.5163641199768392, 0.5932234268491134]","[-0.22527590809148457, 0.4055169497713604, 0.54611013343028, -0.37361217443504174, 0.5696191904637229, -0.37150781160525403, -0.3817567681451235, 0.7383299025878515, -0.18109170433559862, -0.4725907507537398, -0.29181921468948907, 0.003998900899123359, -0.3712180940243012, -0.2102304973521988, 0.3476606498572098, 0.12168017461025402]","[0.21190527785831317, -0.5591231939712117, 0.13325825557314747, -0.41364305217346076, -0.5918010205581852, -0.13116199423040073, -0.709777218806358, 0.07541299701072314, 0.6280193822809899, 0.4059032385079038, 0.6292443314941462, -0.24933004846233503, 0.4684184114844444, 0.4305803831531711, -0.5074912214116043, -0.23620304717962703]","[0.11289118764738013, 0.5051408319176613, -0.49493873062888094, 0.7081234742696967, -0.5763975046538625, -0.03826355093548289, -0.4986955878916577, 0.3078488006368069, -0.5373453318777052, -0.5910804283613472, -0.44958001201481346, 0.7452843428467169, -0.5295866398520228, -0.6893849873458283, 0.8116242702926679, 0.4965104420952399]","[0.12505152681109538, 0.09102878704688103, -0.22164946436656469, 0.11978680162504232, -0.10731677155956759, 0.06797140149983061, -0.006946080687012343, -0.33370716277040835, -0.14512606352391863, 0.5622429539053458, 0.07096967088095604, -0.027195564203519346, 0.004908802377621979, 0.0013192310172336352, -0.05928114807729429, -0.056171919190009745]"
unc-39,"[0.03969928928625291, 0.5941423674793203, -0.48815680420676033, 0.8710500240308925, -0.7489806704319621, -0.004861769262315921, -0.1961534482401818, -0.11480982823297792, -0.40328323485487433, 0.1188198459625505, -0.19214407438136244, 0.6264187831682839, -0.4045076936638471, -0.6111098665549775, 0.4987213119048216, 0.4311119079494482]","[-0.7595032096072152, -0.5876341214486561, 0.20206858878998618, -0.6577728114743093, 0.5125283924332871, 0.5832608316267512, 0.7832783479406412, 0.2121019102682701, 0.6512822306574249, -0.20577272436236885, 0.6711081348030681, -0.7817325773100263, 0.5961661302772561, 0.5680419956568237, -0.6227127050935465, -0.7827145685989221]","[0.4863243436190299, -0.48063444833882585, -0.20266492014541845, 0.03774857127584286, -0.6320926047775588, 0.4874769652379112, -0.42730363749250627, -0.6415956452199253, 0.5063848020478272, 0.5234642802038606, 0.37768177298425765, 0.13759982994886685, 0.4065339747815778, 0.2511570356389137, -0.5561140864162328, -0.7626464870121438]","[0.6397898719595811, -0.25160604574030476, -0.3659729757555219, 0.09126149366021669, -0.3154616054998743, 0.5718316214801232, -0.14938706180250125, -0.27807521437058125, 0.26144571797643706, 0.23305207390312663, 0.3539164744812525, 0.12114373361903788, 0.1462496378631485, -0.07847763800887919, 0.1182156519172406, -0.22332650489003775]","[-0.025706341246917064, 0.16490520783883733, 0.5345414133542072, -0.21064015088660523, 0.46993783028373454, -0.22936181549113643, -0.35733862820769546, 0.23955807736017806, -0.11862024530937709, -0.4939989594121311, -0.4577660965968797, 0.013663294451726427, -0.15361427875902578, 0.1792861302745792, -0.31903438990714533, 0.04281282157122811]"
unc-42,"[-0.13625320695312446, -0.01898155003624613, -0.5639590136353893, 0.3396674988045517, -0.7672345379247375, 0.527375174106501, -0.3527198908784962, -0.0539528114191853, 0.24259249013295262, 0.4738026617062555, 0.34348191062578237, 0.046193218520752005, 0.07469907158946712, -0.43921894602446543, -0.014971034092530616, -0.0367084725123851]","[-0.21360171015541038, -0.4739661436178328, -0.19566094319240984, -0.11159342766921196, -0.03159985018536837, 0.40719247068547926, 0.6292033401509547, -0.2684292908208484, 0.37535699847309717, -0.022408669630416267, 0.5779204985942087, -0.3304937770739063, 0.41985053246578213, 0.3044382089925895, -0.4356634653644894, -0.41240826097691125]","[-0.022168780311584535, 0.5717199203731768, -0.38089227923021074, 0.5912552784911898, 0.05096538813501514, 0.5831156435187207, 0.442525834484062, 0.0046239777235230605, -0.5140881742685304, -0.42866678687347815, -0.7199126762412065, 0.4113136784305339, -0.46481584733435954, -0.44708863978669433, 0.34774938920181164, 0.2879646763438115]","[-0.5425654714824019, 0.15919061273749432, -0.24201088121819975, 0.1977519470169761, 0.5080034382710789, -0.28220289768513185, 0.3214153290524939, 0.3719289545825801, -0.194065039224404, 0.4487038569568163, -0.3424502541009223, -0.06692702518574957, -0.20421086723636508, -0.3092885694082918, 0.04206404099329546, 0.42547486903720383]","[0.5355945386423878, 0.26626164858184825, -0.028115584236906604, 0.09049112079142607, 0.12102347366843758, -0.44390732770154434, -0.25711034564084606, 0.3810385069416794, -0.4175633061797251, -0.26401828018895546, -0.175550869630422, 0.25104130197672503, -0.394544917933909, -0.3193432400444793, -0.02850008647650501, 0.3892597890655281]"
unc-55,[],[],[],[],[]
unc-62,"[-0.7118382255672812, -0.7474517465424155, 0.22565855329881485, -0.7953908936439702, 0.6578039486514369, 0.40655656131964113, 0.5239639166605372, -0.6598721864131277, 0.6648492965725653, 0.4347827133344678, 0.5848989691748828, -0.8615790881011424, 0.7885130856951778, 0.954722778234643, -0.7939017603856888, -0.900709686323118]","[0.41759775692143336, -0.4358608667204496, -0.9173400091257697, 0.5510382752706652, -0.8154915092112559, 0.33270563249818774, 0.10334698738081603, -0.023035993518119025, 0.26214711572917326, 0.4920771773417385, 0.27218401517926766, 0.31983928476886037, 0.3142974214406946, -0.6565060365779873, 0.33767663599647924, 0.3290239057957436]","[-0.16977859606599333, -0.2640920811100428, 0.4628108479439537, -0.36883078828639404, 0.29066209254913145, -0.3271025678493311, 0.22115602325650743, -0.7266856568672303, 0.08688502746238007, 0.4771570341252376, 0.21935961559179207, -0.2231174816372461, 0.3016587723258341, 0.47873784895068355, -0.42724379922225325, -0.5820694272438721]","[0.23073819536394946, -0.5022763843616397, 0.6188287792758597, -0.8299424503098874, 0.1500273769466827, 0.24088219617813808, 0.35157716757629753, -0.572085695384952, 0.5640422674873562, 0.2074799534810387, 0.6247879976385248, -0.6750564272695692, 0.6313639566468108, 0.8515112083013394, -0.773334210579688, -0.7814220805023148]","[-0.8791239939328721, -0.7279608349826532, 0.11262598495104749, -0.8775896381147563, 0.4030392462713939, 0.7398293276896317, 0.7068622884245368, -0.3601458413803196, 0.8307957602527055, -0.22293385608229005, 0.7663138751937659, -0.9241113203068385, 0.814807863308928, 0.8829682482205641, -0.7971734377575668, -0.9281302907840945]"
unc-86,"[0.567720954177259, -0.06075104098215148, -0.44525263211763944, 0.01695180183100664, -0.5530966975192699, 0.22009532462857798, -0.14999284516684802, 0.24273958600424314, 0.09434685255033952, -0.12728744797368355, 0.11446981135719861, 0.27726038851784274, -0.0186772163618229, -0.45056316991462536, 0.03701049937328675, 0.3170409272213357]","[0.31657531646533693, 0.23776374398630068, -0.19533526171072996, 0.6524016690293797, -0.3861496839588041, -0.19486456345759334, -0.32416980527933065, -0.3084534727981507, -0.1914257112902623, 0.43777669438166683, -0.0984645125410479, 0.5487212378281321, -0.23052732265266593, -0.31450791896973535, 0.48361825199399294, 0.3713589471356884]","[-0.6290702066038976, 0.4777249247222519, 0.25264371421418363, -0.018170431248240693, 0.5462541706319708, -0.17713815604023173, 0.518609849927758, 0.33241167499449675, -0.5163234976541896, -0.356521361072556, -0.5122182470489839, -0.13493287981374247, -0.30800863720421356, -0.10161054655276333, 0.3332437423778059, 0.51235412803546]","[-0.661950400114066, 0.17609439116578143, 0.2510876390056826, -0.05160335142899285, 0.4206414190866232, -0.40724051266148725, -0.2481987025765049, 0.6716202005566135, -0.12533701170089243, 0.01639122984045109, -0.16428796971349083, -0.3216773564172143, -0.1379112231065871, -0.12643196850112431, -0.05490348549276608, 0.1627468208441523]","[0.3781206781868001, 0.21349681818462327, -0.05465822115386315, 0.02474735416000827, 0.1478464502527641, -0.27896351520735535, -0.1620731014070292, 0.13648252471792036, -0.33398306044522735, -0.01014788079709145, -0.015797214016022618, 0.09900333185361768, -0.25816499058188197, -0.14455554939823134, -0.11419450260006728, 0.20050400428083495]"
