,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
zip-7,"[-0.25629809372751733, -0.6049981049996525, -0.3623779674764096, -0.36461404566388783, -0.4114323332261418, 0.7920195435821084, -0.24142410087867577, -0.13846728089157767, 0.7460417246650504, 0.38707414163366805, 0.6969169569531962, -0.43657872809520076, 0.5704610114679466, 0.035149834586295885, -0.46050203690798686, -0.439453633730103]","[-0.46829381290909605, 0.5048959192368581, 0.9769111622084817, -0.600108115812555, 0.8819867723268325, -0.3747267215862777, -0.30049684338581595, 0.3768120204217678, -0.2331218177671977, -0.6062272189875516, -0.36413360183232524, -0.27630549183093067, -0.35773823954416606, 0.41401511673741986, -0.14165617874664838, -0.22082991913500732]","[-0.5809256973389871, -0.18926229905078412, 0.7078309834086995, -0.5259394111737068, 0.30411994695437083, -0.2889207594743852, 0.18993712220381476, -0.42003767568454536, 0.032182068165515665, 0.4098459757778103, 0.11951298735916892, -0.28618888413221366, 0.311432528672409, 0.574868094676359, -0.3889537084792327, -0.4193300896447726]","[-0.5037730765958884, 0.5798401774437728, -0.46228730989283473, 0.5839530897712799, -0.011556316323057036, -0.3471375899819022, -0.13579115249380308, 0.6268622952877605, -0.5734180115392071, 0.05319452565571266, -0.5868893062299927, 0.25001081583913887, -0.6096743720597041, -0.6972254309851297, 0.4958871766349341, 0.6559205467476883]","[-0.18621423767124604, 0.5672800099634975, 0.7323865931323766, 0.2375424023187665, 0.4319091712240255, -0.4007719269906955, -0.603356505311907, 0.2570798153477187, -0.30705186122483386, -0.020184102426554218, -0.6348058259435814, 0.27492444019839113, -0.3989699701441097, 0.009130708010169963, 0.40741128564731804, 0.23239693259915137]"
sta-1,"[-0.15128015621198004, 0.35862699081888516, 0.03575694954252347, 0.3418948283313987, 0.03362654017853617, -0.21030063912732272, 0.19816655012920767, -0.5301419336645932, -0.332202811808486, -0.07564255377198906, -0.3046448377515346, 0.42275500067109406, -0.17069803635089745, 0.165564510557962, 0.07091645518978149, 0.13474409156148515]","[0.26321610202782847, 0.5064805911009913, 0.2362824198670482, 0.42377430620621737, -0.0894469085820081, -0.399214698390415, -0.44025616767209685, -0.5890122628186394, -0.47047179236757386, 0.4163842574646829, -0.5017345335741514, 0.3770609865288451, -0.4136263370383536, 0.22715949852244383, 0.12613899684861116, 0.2205486502333516]","[-0.13843814153523876, -0.2816831412345917, 0.48546852713092786, -0.3705416184441166, -0.34480439881509695, 0.04525047068574185, -0.14033097362089061, -0.5726590690386005, 0.2254563671026505, 0.4847579084656904, 0.17277470264378728, 0.010951980182185645, 0.34395234625827364, 0.6425008451146077, -0.6759170238093506, -0.5299578570662519]","[-0.21928360708237335, 0.14468451784311742, 0.8125849456117302, -0.427726323329694, -0.2733909083820295, -0.46531636721778824, -0.32820441968068265, -0.022857594910269736, -0.022045111657308263, -0.44711022467660294, 0.06875963953513689, -0.425839949625483, -0.05453723852240303, 0.5772806233987379, -0.45320580283276773, -0.29280900086176126]","[-0.42364960632839044, 0.26823636427678865, 0.4550554048446148, -0.024889704613035912, 0.34761742873111784, -0.034208986445099114, 0.10130773377834781, -0.561898756515227, -0.07625332283776634, 0.29129075836855, -0.1386035372787428, -0.020376625307793203, -0.026786727596552977, 0.5731085251837481, -0.08096541997028375, -0.20818121696359498]"
dxbp-1,"[-0.585684337793984, -0.9095571334023229, -0.376420454232236, -0.5995086408012794, -0.12848243577801377, 0.9457149563850269, 0.1930955700706789, -0.47107360263777, 0.9813062407302705, 0.6591902892667211, 0.9641709835807026, -0.8178782637845566, 0.9223597025036939, 0.4063661036701294, -0.7706044205239957, -0.8379328735341599]","[-0.6754397722597638, -0.8933412791611299, -0.2015763746504068, -0.3894832912715671, 0.06555601317791554, 0.943027069157773, 0.8783158412925137, -0.04577453629135436, 0.8995997363869166, 0.06189945797593821, 0.880271659967728, -0.75496427797432, 0.9343695598216064, 0.5001851853251758, -0.7128313671740093, -0.7958050328331732]","[0.29197214648932446, -0.7403285675207636, -0.037475266611516234, -0.44550992070485906, -0.2899579824444332, -0.27005315070956915, -0.5749509032035307, -0.2126498525094538, 0.7491765443313382, 0.6343432233800632, 0.7946950407597849, -0.7020834354763069, 0.6623648972861274, 0.43304333335329703, -0.5996496061600511, -0.44701608972483003]","[0.5122925959228084, -0.7300529133129477, 0.4566825325011154, -0.7314164913078683, 0.12387788085710189, 0.482879350698555, 0.03266978607980721, -0.5187787722440791, 0.8004097573130387, 0.42384667748045196, 0.8494867515950262, -0.6473580408468573, 0.6898920591987444, 0.764684243644136, -0.727562136811924, -0.8378023507216691]","[-0.6667972297296298, -0.9785755660591288, -0.27557862018297297, -0.7807518139883751, -0.06574080322679032, 0.9588618331678305, 0.7153175738790043, -0.4351212721139807, 0.9505242186225555, -0.14041875334297657, 0.7304168510969075, -0.8757004541977422, 0.9745519421369342, 0.6427927435340627, -0.8314699575945982, -0.9053798449443606]"
eyg-1,"[-0.24359288696956816, -0.8232954886756916, -0.5837198754209686, -0.4746567928866974, -0.35452234277713335, 0.911649437302961, 0.200272764278613, -0.29966199583688785, 0.8785441463532705, 0.5768872915764262, 0.8973165224566264, -0.6038936868457644, 0.7976973269736186, 0.12350980686035717, -0.6608579506358253, -0.5937603053465926]","[0.1465288849183981, 0.37331993021984644, 0.2597908527097749, -0.2664031678707129, 0.23259254001210772, -0.4126618664894931, -0.42151323714232436, 0.5377098517289682, -0.32826785100187306, -0.7048079848047664, -0.3752091279462716, 0.10294710903355986, -0.38218278151184576, -0.3631380620934124, 0.21146066141490133, 0.30103946425762956]","[-0.581914259810478, 0.35428963343666564, 0.507585839757405, -0.0904080440159591, 0.03027601632803088, 0.0611480663926618, 0.0727675588434238, 0.5059202369108676, -0.3491843105081537, -0.36702165981289425, -0.34175948333307654, 0.49436228048730324, -0.2927737066746175, -0.003378733256331142, 0.32394405223699263, 0.3260026748674642]","[0.2356831833619184, 0.55633604607185, -0.8821495165202979, 0.8499290851382337, -0.620076422567014, 0.10283603484973439, 0.024772839460210666, -0.007218210315305645, -0.633207375094658, -0.2621715055152396, -0.571040676183739, 0.8884385332070428, -0.5829612972977166, -0.7956418150486168, 0.865435657641358, 0.6282104369610497]","[0.5406274165550202, 0.600659507226739, -0.009539675621021287, 0.6919030292757549, -0.24012265491620288, -0.6117601175645198, -0.471715470702114, 0.373354369278151, -0.6037732152289057, 0.10077005371856695, -0.3453324736865661, 0.7273130658289064, -0.6716262730221803, -0.67714461123353, 0.8848215030340458, 0.7450097647260703]"
Y53H1A.2,"[-0.2696030744247251, -0.7592112537884916, -0.07339693792388796, -0.6817597658923766, 0.036566421515331266, 0.650303594574722, -0.08986945598165405, -0.10515983987926866, 0.7910459595968153, 0.40629390070235705, 0.6493194323008014, -0.6762265535035015, 0.6378553616915945, 0.33889375220565965, -0.6901605271464502, -0.6062493742971446]","[-0.7289692910064334, -0.4869319579948811, 0.28520096674513473, -0.5472307967934606, 0.3949251523981332, 0.6256557494498652, 0.6404369885690355, -0.17444768549334888, 0.5582953519129186, -0.1208057250896882, 0.5798342036375208, -0.7415352386953977, 0.6000812757830675, 0.8223559059663044, -0.7521523029342584, -0.8051479593465067]","[-0.3690545069479245, -0.45392866420191313, 0.4086779634513359, -0.5222907092936027, 0.16991401623314034, -0.17290392385481382, 0.004410720688012324, -0.5524125893590294, 0.3353700936838045, 0.6576869503446858, 0.34696938728637466, -0.6684300052289838, 0.5758044097988675, 0.609733530358917, -0.6129460914080328, -0.5961435776052739]","[0.13823988887212013, -0.1654133451805938, -0.00589215427098333, 0.07907126353054969, 0.09872300263045955, 0.04967017388500641, -0.02653680933136046, -0.0793392159632933, 0.07905587811080517, -0.23079677613107313, -0.013639637746790126, 0.3034080289295557, 0.11761703350599968, -0.01908958305352515, 0.13070202744982018, 0.06271078937891363]","[-0.8279093327050068, -0.3498927699242647, 0.19915094070825218, -0.37152215996137367, 0.20338668654331787, 0.5673165325241595, 0.38703776329490797, -0.442645354224385, 0.5693379432523372, 0.3066120103452098, 0.1795817126726783, -0.5910688646075491, 0.5798717573462278, 0.6522230294627921, -0.341461529821125, -0.7039390925760198]"
Y56A3A.18,"[-0.6540806646657493, -0.9417235719309759, -0.3141220023300456, -0.6693186013663653, 0.11560571693049748, 0.8513755467898506, 0.5173020840209692, -0.7016429761486188, 0.9372011003716156, 0.6844690878199903, 0.9252674099149824, -0.854205405534147, 0.9933966201571754, 0.6406786943553122, -0.8958486381820499, -0.9286977382193877]","[-0.44790633367028654, -0.914158372245971, -0.478200995671065, -0.009162739432223253, -0.2633790229632874, 0.9457544189490117, 0.8635799783945161, -0.3430476579333699, 0.852868291855055, 0.4644805067916689, 0.8923352424159379, -0.5094167689909427, 0.9215319784120295, 0.39628673884590915, -0.5554781679085304, -0.6438245319542881]","[-0.04653827557491999, -0.9810037469605581, 0.31164409787360087, -0.7242455289539946, -0.4748543410349594, -0.04399965153356933, -0.7626568646319901, -0.3726022285881719, 0.9656721996413473, 0.9607098776755161, 0.9397667350913864, -0.742985563414824, 0.9754212577823764, 0.796973328639929, -0.9184805255331355, -0.8517007582006042]","[0.5870263694791871, -0.9458884459795212, 0.3996156333462181, -0.8907700760868333, 0.37628845579661574, 0.6838626903844132, 0.4312953353468211, -0.7371586712459736, 0.9685470692416883, 0.6295457115561016, 0.9758925432584239, -0.7062656175383828, 0.9574979545728183, 0.8680170494357595, -0.8429622020324434, -0.967757433119931]","[-0.826657986536371, -0.8211104849993642, -0.07280771895734288, -0.8187778005959393, 0.19039489772146273, 0.842652880666011, 0.8179687035640185, -0.528986155400689, 0.8751903118416038, -0.08031559219629375, 0.7174230287572706, -0.9114697400808887, 0.9027596213156319, 0.8621020949624054, -0.8596040097699081, -0.962819631570557]"
Y56A3A.28,"[-0.440261778225257, -0.7552263311197057, -0.35559041124926627, -0.44151736357572446, -0.3141337551012616, 0.8853438286695802, -0.07719832554300357, -0.3196770596495376, 0.8698185094329072, 0.37427188631480085, 0.8037305734454651, -0.5477624828561098, 0.7605211393366732, 0.20352870231718106, -0.5611726103471752, -0.5966197962342538]","[-0.7130846009686356, -0.8543270805569767, -0.18160510242651687, -0.3780005795928729, 0.11038596142837656, 0.9015725116673975, 0.7531533132080542, 0.23382882278339115, 0.9448094535132932, 0.013303624761027505, 0.8405132440498241, -0.6963618333906247, 0.9007930886322097, 0.27109832799503086, -0.5307572039227301, -0.7081861119339323]","[-0.5016502863556446, -0.651465775916773, 0.7419450433856397, -0.7693593973899645, -0.6577732371671604, 0.15213137640031593, -0.7382185470342494, -0.03506289344660095, 0.6696415094186084, 0.6766282768896956, 0.5704724695907989, -0.23342484896015475, 0.7243639460824015, 0.8802665339730482, -0.7929966060993053, -0.5953026391780868]","[-0.13085120593150446, -0.3703492993845722, 0.7811366158499051, -0.5778691447368559, 0.3103843453322812, -0.14537610374784943, -0.33616123083995003, 0.09698064862618896, 0.4296227052963699, -0.1506841885310073, 0.4044790715812516, -0.524553616044892, 0.38178067791946035, 0.5785730121713214, -0.5294102744050974, -0.45818477884240183]","[-0.7487207533906429, -0.9383952578286943, -0.21118287158297788, -0.7849379988778867, 0.05026537094677566, 0.9227424493579489, 0.6666915949132374, -0.22171407348323974, 0.9693428817988595, -0.11304263623280156, 0.7197790876066203, -0.9554853833023846, 0.9596323120633492, 0.5856698826562654, -0.7413844993699917, -0.9201149721581741]"
Y57A10A.31,"[-0.4117030235526195, -0.8073261483983947, -0.3955774630080784, -0.5044480084206476, -0.294609101462181, 0.9132340887387613, -0.031888749694167835, -0.2838415756440566, 0.9114170435482803, 0.5184757172237432, 0.8664002805113716, -0.6481758354591061, 0.7836044833095746, 0.20465751801314763, -0.639071014538715, -0.6522006281926179]","[-0.39025719999223774, -0.6967956588971144, -0.34581894602010743, -0.1174029616803479, -0.17236550612878293, 0.754334346342238, 0.5158900380498416, 0.05633858144883469, 0.7116504302652376, 0.1451860954084343, 0.6406669907802144, -0.4119980843365264, 0.7317529785916516, 0.10326649936887683, -0.3327629767357855, -0.42421208125947546]","[-0.3533610056030798, 0.41846147499918895, -0.10171273689358164, 0.23180093499803084, 0.5965435123532952, 0.05037075933796599, 0.5958132382478953, 0.043706869519861004, -0.4681595387002064, -0.27651290815717805, -0.496985341581392, -0.1330631170076635, -0.27967283610349664, -0.2964615681114178, 0.3696241492783825, 0.27238843263317886]","[0.40167813409136166, 0.36802203002430656, -0.23271132187832572, 0.3074019287739074, -0.8726433452935943, 0.10931603883095374, -0.33377521705732727, -0.1836772491176566, -0.310769793483982, -0.396448225967683, -0.10757229390654405, 0.3464156999305239, -0.3513581645516621, -0.17830651997746172, 0.3495046235010596, 0.040603019607376584]","[-0.7949701639715763, -0.9153018294799868, -0.11084813564152474, -0.814975115581736, 0.07144035048911822, 0.9680063298879393, 0.6309115893542399, -0.4759365836437585, 0.9526586326510604, -0.09336166021466802, 0.6937204512318378, -0.9201493805747325, 0.9761385937131777, 0.753400779362122, -0.8357384364140195, -0.9674928182010444]"
ccch-5,"[-0.23565023076341896, 0.5243165958192573, -0.32134172308926195, 0.7938815372756576, -0.5239474355348644, -0.010936561414580456, -0.1630107272930964, -0.18419167739809728, -0.3407740123012803, 0.2655066297347493, -0.1490665636934431, 0.39734393987711475, -0.3280155729222186, -0.41342452215521047, 0.404144677763348, 0.21472350685631303]","[-0.3575597607505333, 0.36478699214282023, 0.7305420886213617, -0.2077518575409547, 0.5122118548893226, -0.19272420283719643, -0.26213923624651003, -0.08693075460961733, -0.10843674277814352, -0.34002396187037437, -0.2482817713405517, -0.17062305869868677, -0.16453391777086038, 0.44862375274076893, -0.28526483713819045, -0.24267907912049663]","[-0.08044851310274484, -0.4881320190369167, 0.379902327097872, -0.42376089204187567, 0.13976914125952292, -0.23015634670622703, -0.014957526678326508, -0.7234216721433161, 0.3338266677101273, 0.6370947812114455, 0.4460630413021791, -0.329441651778215, 0.4932499514986182, 0.519779094902448, -0.5271916507855811, -0.7578088069036073]","[-0.5490948954390954, 0.2563667417821451, 0.4572047144104999, 0.039457305672057755, 0.08445353713365693, -0.5528920510361863, -0.780305328905467, 0.7553809824149055, -0.17804408856509504, -0.427875848899274, -0.18121852986331033, -0.16212675307768495, -0.2853114215728542, -0.08733220349269506, 0.04406954648225181, 0.1741059410201854]","[-0.4167125370798175, 0.3569722642471442, 0.9615808223891702, -0.1999524632647775, 0.7830270634441453, -0.28110320084257356, -0.5269207296851701, 0.3669977511667687, -0.07985567725914662, -0.49556879654560226, -0.3285118071241514, -0.01070885000425359, -0.23036218131659314, 0.3075837463568619, 0.07953793978717294, 0.009395962310325315]"
Y60A9.3,"[-0.41248593561180424, -0.4375914061808427, -0.008728422832443197, -0.48539191124111103, 0.5253991482496175, 0.17100324267362993, 0.8020292175594647, -0.6288984458326613, 0.3132036959315146, 0.46996878031960126, 0.40837800373031025, -0.58207806801295, 0.5290969913946857, 0.6974641664290538, -0.5466085026968137, -0.6105623209767279]","[-0.1258421615358744, 0.30439762441025653, 0.3483611078732758, -0.33910941403679723, 0.4487390737159879, -0.32974935638040653, -0.296517336652808, 0.7787559389790513, -0.16082920889665359, -0.3518125832480701, -0.2458015602284861, 0.03714192294436844, -0.3345677312498165, -0.320600038859296, 0.423093727575954, 0.18450618791795767]","[-0.08044851310274484, -0.4881320190369167, 0.379902327097872, -0.42376089204187567, 0.13976914125952292, -0.23015634670622703, -0.014957526678326508, -0.7234216721433161, 0.3338266677101273, 0.6370947812114455, 0.4460630413021791, -0.329441651778215, 0.4932499514986182, 0.519779094902448, -0.5271916507855811, -0.7578088069036073]",[],"[-0.21142252950333684, 0.3046561993255552, 0.6639583234106096, -0.09388129547537138, 0.60660694832339, -0.32394171444501507, -0.5161006525458238, 0.7120109710346837, -0.09372119721840966, -0.5111388580199533, -0.0034402057807656067, 0.027355919060199893, -0.2942589804828898, -0.07121997297220754, 0.39384570860119267, 0.17742667696926628]"
memi-2,"[-0.17494429283870813, 0.1300038197735148, 0.8959006947611443, -0.30272115264343935, 0.6689821262979398, -0.4776329308092571, -0.4043022539382043, 0.3569033984509349, -0.17958047884359135, -0.6312496801073088, -0.3512488736302293, -0.1451349176407672, -0.1951745449801614, 0.3529804936427987, 0.3073110139873745, 0.010019253491630034]",[],"[0.13318513684130842, 0.4863433304130534, -0.4435440964818197, 0.6742902058689217, -0.356952803600784, 0.871081987246405, 0.06628876588760013, 0.24325948810345338, -0.3537212653791824, -0.4963773974189969, -0.599131774054376, 0.8075777738670354, -0.4716919097816489, -0.5418580989855741, 0.4359119972563488, 0.2306590824825303]",[],"[-0.14686564029941698, 0.22605441218031533, 0.4748917522408556, -0.08777753191993287, 0.4956812710426778, -0.2677535715761875, -0.40124486407199444, 0.6896442805848272, -0.0649114971371523, -0.4394176829749112, 0.17966041946343364, -0.004666357862454326, -0.2488358299044134, -0.13537386249045374, 0.41006038144688345, 0.16803106502877693]"
aptf-2,"[0.3684170482773209, -0.39717353874627287, -0.2196862025490172, -0.4679856048944507, 0.1386775479712885, 0.12487255854801854, 0.5620033753364699, -0.1265387997191228, 0.2312454560459615, -0.03410608471586543, 0.246692975921237, -0.1464130665812044, 0.3337355088953118, 0.19455749239897757, -0.35589362947573355, -0.08451526875698495]","[0.13116334894272613, -0.1499570966138028, -0.41588840290552004, 0.4748190756464543, -0.38239871934982095, 0.14050233419001312, 0.003815968805420289, -0.07300052052736794, 0.14565667515346956, 0.7595765196110011, 0.0954461995129676, 0.28576718916560295, 0.10188390273301953, -0.283047728614802, 0.40085662489634866, 0.17798096735784955]","[0.00838015379529855, -0.8462580477831155, 0.1122453066350393, -0.5331565292555264, -0.6982906079300619, 0.20288279905590975, -0.941817321030214, 0.06375542922009422, 0.9329067100836824, 0.6945009538426677, 0.8278527265368611, -0.5181177569546176, 0.8133359831589833, 0.5456358701724869, -0.6703784067462294, -0.5702493994116943]","[0.11737618606125147, 0.11508611344573003, 0.4851826080559478, -0.31815544173004146, -0.4923329316727719, -0.09317305372787435, -0.28802842407036444, -0.18013650375397833, 0.0006728685511494248, -0.3867692399009685, 0.18227587387885924, -0.27051513798989335, -0.0011645853024876418, 0.41376560120673034, -0.2527371248051472, -0.37434823091914987]","[-0.8970869033795786, -0.7114483812213732, 0.20221495525668223, -0.9008611623505245, 0.48711810973835856, 0.6867723046196166, 0.6236435873797087, -0.1656152155274558, 0.8395602046387108, -0.3394966356242153, 0.6515103287709084, -0.9425658867099218, 0.7883728075592586, 0.833838400402598, -0.7922450723891157, -0.904479137483761]"
ceh-91,"[-0.5679369203327489, -0.9316635254991773, -0.2864412669597225, -0.681839902266095, 0.14852320005207043, 0.7807217083925341, 0.5430061199751891, -0.5827902802517297, 0.8938659595361884, 0.5470215655785778, 0.8930921679383216, -0.8427331702697233, 0.9665330906159237, 0.5923458195113603, -0.7906451453293502, -0.8617969044730972]","[0.1177976071632828, -0.23462625322096475, -0.3778485553409249, 0.18563819576328042, -0.31956191264914113, 0.18782597357505249, 0.17992003217326313, -0.03952037575424705, 0.16411832891111966, -0.1253291421292457, 0.4073966517629854, 0.11710332997784145, 0.16438436710941, -0.29132013714475036, 0.1162453281749761, 0.07639031708212926]","[-0.23820127970133387, -0.6385951071089411, 0.4734168787898405, -0.6256547802201438, 0.14575288715624124, -0.3657563598357779, -0.25394276760831674, -0.34814227295351946, 0.5099974803313121, 0.6520771647128634, 0.6653668215203783, -0.5395862709447521, 0.6260262642631905, 0.5520736912108709, -0.4610850183792466, -0.6554235468305493]","[-0.17040628371629285, -0.008351646905348141, 0.7098262452454434, -0.5363951214823973, -0.08013913529113478, -0.23784850371144595, -0.1357101876833126, -0.06114071753640839, 0.12056085142479998, -0.2216018108961453, 0.22101215237819255, -0.541189169569053, 0.14359322951172487, 0.5689903540165873, -0.4983095261947539, -0.42256762837802625]","[-0.6272763846632903, -0.9792658097380607, -0.39291277747613107, -0.6893804588228166, -0.16241464878750478, 0.9290465623300491, 0.7912725110245783, -0.34234594313747446, 0.9475386235817402, -0.07001351493454899, 0.7198073556698593, -0.8505346689880277, 0.9574941414994066, 0.5183447411333534, -0.7154625732262668, -0.8558683412970162]"
ztf-29,"[0.8658384804062493, 0.3512324187389284, -0.19084444981894438, 0.25106753859170317, -0.39905844485972114, -0.27272268394305355, -0.25919277782026195, 0.5197010053214073, -0.373283639184321, -0.40563793714788765, -0.38752287410766756, 0.6243323602540995, -0.4794823787101502, -0.6080198842621589, 0.33206723952752015, 0.6926259082065028]","[0.25815690136059377, -0.18540551617071455, -0.47949661963328016, 0.38498002991340774, -0.542962273315666, 0.20386885794719942, 0.015297937065498146, -0.22836264216589147, 0.10175675031100631, 0.028989822046705083, 0.2998231587221778, 0.2552751598819465, 0.16039542600049628, -0.32545816039317743, 0.1635531297669029, 0.19352525484955135]","[0.35056284202065324, 0.00755531085105543, -0.5720341299219446, 0.47906366992595395, -0.7020465043591838, 0.9484479584483617, -0.3631499484464433, 0.0711996057915742, 0.16537740224386596, -0.06415097166884737, -0.14145108943965407, 0.41654860954654127, -0.02200817055673826, -0.28415032814308905, -0.001165335781196597, -0.12280924972728408]","[-0.9234823528501656, 0.4609607398663659, 0.2827947868254629, 0.12746664634120697, 0.333102073782385, -0.8133813228516193, -0.1979685316256777, 0.7310530938137635, -0.4124692163768101, -0.0598435772739713, -0.5161929782253367, -0.2158221634726636, -0.4688687268329712, -0.1728717327190417, -0.03601964099460506, 0.47834075063454895]","[0.3566254579777337, 0.26697165072854, -0.041937982009034425, 0.4249440877240833, -0.2766301189973416, -0.27500071444296365, -0.4081706736758311, 0.27914890683760635, -0.28593096102263477, -0.05317675091162198, -0.11438325063197609, 0.48296666292245477, -0.3629640295151175, -0.514422520839874, 0.6437137582673461, 0.4896677519986444]"
Y67H2A.10,"[-0.5743903018808294, -0.9342295549912196, -0.4164670107519066, -0.5726085755032148, -0.03437549461964387, 0.8913713289126732, 0.4338808626339288, -0.5396479859801957, 0.9410378311101207, 0.6710621893701562, 0.939777903412402, -0.8205124738730826, 0.9563375993035095, 0.4471452766923349, -0.8076906689419852, -0.8536110675343878]","[-0.7933409528022717, -0.8956612039607642, -0.0869203082781188, -0.4945793509497163, 0.24456512204975067, 0.9069961886745396, 0.9487773655321804, 0.0902819651068162, 0.9485409544155814, -0.03411641571823226, 0.9166043440903178, -0.8388735838691235, 0.9242824608975441, 0.5159017028008483, -0.7469733382530218, -0.8793373169695489]","[0.0733245391424343, -0.9688335053388705, 0.1729323575430051, -0.6166354049818038, -0.5774230865627754, 0.05648870924530247, -0.8641414933894223, -0.23846848650635039, 0.9917763397446373, 0.8726900458661545, 0.9509008003782145, -0.6261416164306726, 0.9218558404392468, 0.6615620896989636, -0.8080124044142237, -0.7928614456345879]","[0.5293626097389118, -0.948926991797597, 0.27604839222973093, -0.730294876272944, 0.4836459918832643, 0.6634753954899082, 0.29273574045932016, -0.5385223557947195, 0.9507371637099395, 0.6692565931227581, 0.9091439299550425, -0.6001942955851552, 0.8888371296841634, 0.6792972091232441, -0.7044590877895707, -0.8131439215041127]","[-0.6735648934872129, -0.9737130146345868, -0.32892866145863453, -0.6970838754367802, -0.12874291836706947, 0.9347657796733945, 0.7407924368887719, -0.30269282040110507, 0.9682584627499706, -0.0845685404495459, 0.634814584566405, -0.8672365331255023, 0.9679384544993452, 0.5281566640087532, -0.7224835274586174, -0.8730528077236432]"
nhr-276,[],[],[],[],[]
zip-12,"[0.04507510871287701, 0.03716868732381336, 0.4482116733128501, -0.14730070951853877, 0.11523126494145114, -0.1751350606950278, -0.5888974277773296, 0.6707146908336907, -0.017538801783604105, -0.5715092631943772, -0.10491243105669679, -0.11377385229222708, -0.1496951686744756, -0.14962183099643694, 0.4605809446507433, 0.1426889453929734]","[0.5034792376506391, 0.32814623327025816, -0.07002988938235206, 0.16184649360643233, -0.22628764887534908, -0.39285004689950415, -0.3340172238223703, -0.17117100435340254, -0.4631975037687486, -0.381981997519908, -0.3417739412582474, 0.3154733008976135, -0.3654703994484516, -0.24180214739084416, 0.0825300023880127, 0.3873350665390416]","[0.019708974236017973, 0.6304083134214981, -0.5579727456596704, 0.7278262518380643, 0.11034509363061301, 0.6504242779727515, 0.39677672912671275, 0.2847006998614568, -0.5401444086745617, -0.6028540330644012, -0.7331167764071036, 0.4767460225916302, -0.5639542299543391, -0.7052818024071311, 0.6309982554066539, 0.43527147033680164]","[-0.17030762559575652, 0.5211347353825722, -0.8060241458309026, 0.7690474299478252, -0.1127276006014171, -0.11883391974358004, 0.33817911041913956, 0.15739816598788925, -0.6369772847084337, -0.03814253709786264, -0.7086085064216734, 0.7369527491747867, -0.533046309463305, -0.7849976987609009, 0.7208290668699896, 0.7735513764211907]","[0.5770313259874605, 0.6129330529977408, 0.03573284158966119, 0.6655743976502706, -0.23514049187807867, -0.634938089196345, -0.4512983478052894, 0.2272618918540128, -0.643867349029205, 0.025500790366326798, -0.4210578199820343, 0.7855852917897381, -0.6891592988318243, -0.5770131243105067, 0.7605726456133357, 0.7525744722782785]"
Y79H2A.3,"[-0.3130443126661738, -0.656305594296311, -0.2875350362777919, -0.43905380716364506, -0.2568503899965732, 0.7556904458015239, -0.1755779181770426, -0.11191470689850778, 0.7653501998270343, 0.5179030840631604, 0.7068074598986004, -0.5827276726549199, 0.5886781964717521, 0.11966712566804699, -0.5539355051946969, -0.5431309467746902]","[-0.32867412112919986, -0.47258022097583346, -0.13153288302578714, 0.09323728564840682, -0.10883782037800444, 0.5230250363842067, 0.489368442174485, -0.41625069378064655, 0.5182393761600383, 0.10228347311607601, 0.572114503803554, -0.3027973811763788, 0.5431179601891484, 0.3448212645739426, -0.5022453239780545, -0.4762425458117009]","[-0.28473908366091005, -0.8448169737128555, 0.6339801505699013, -0.7881018056921603, -0.5183598654397561, 0.019537821908462816, -0.6775914026759755, -0.411017822310847, 0.8016056254652809, 0.904561434327656, 0.7694038777124486, -0.43211889694840544, 0.8781246468321022, 0.9266704759050592, -0.9330681928156254, -0.8812297844248583]","[0.4729878178641533, -0.9176984466130022, 0.25217418647584505, -0.6614779940081524, 0.5157404222224355, 0.6210838077380416, 0.20521612007875006, -0.42394294754698947, 0.9143273898270231, 0.6325441707177302, 0.8587731174194216, -0.5532373822004081, 0.8401648565231071, 0.5951338248110153, -0.6335321086350323, -0.7390031699353151]","[-0.7686785138979405, -0.9339132523420683, -0.11436087724661537, -0.7987818034440374, 0.05886224460529116, 0.947351549895193, 0.5578422698329839, -0.2800203137386474, 0.9751640330755422, -0.16182060397771442, 0.5949801204540404, -0.9264549700017253, 0.9694213093576616, 0.6350999630284084, -0.7973433372718651, -0.9292576027624145]"
