,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
nhr-218,"[0.18396923337489848, -0.2712201126275711, -0.3093734512089342, -0.2516044878956796, -0.3797594521578968, 0.3407181258156157, 0.181329581531244, 0.40237753229587964, -0.294645764983926, -0.24499881324973177, -0.013926489348416303, 0.6005886620265081, -0.12508097192918985, -0.2919609591031654, -0.19830220475681304, 0.2928523721776507]","[0.3646234744374081, -0.40774814627140177, -0.357028645723529, -0.4061644024420895, -0.37157647217780254, 0.004409585814859285, 0.18684910816233868, 0.5097450195915099, -0.41277189456744545, -0.3551737672310897, -0.041488843118952, 0.6391754456616313, 0.8359523911371379, -0.4082958212520108, -0.36463731498314694, 0.9145830221106308]","[0.4300202471588388, -0.43908652700398487, -0.492855646517893, -0.4857727625929464, 0.513367658909768, -0.35699112627788887, 0.05249247783823335, 0.681804415520596, 0.41752013436446683, -0.5742032991270037, 0.768740810180621, 0.503304978168235, 0.815921137698476, -0.42541153958641, -0.4611114113588142, -0.13064543273553095]","[0.5756137752967496, -0.48115863246952406, 0.35894514629100926, -0.4105675644943108, 0.7017105351607861, -0.4597126709075095, -0.27488690804413135, -0.07337425440915593, 0.9229101778260169, 0.2210239428113452, 0.32425370883078525, -0.13254677293150627, 0.21417765220204454, -0.37763783752866603, -0.3331198094965446, 0.02722332688426739]","[-0.02726834390967746, -0.025241931798434827, -0.36979460949035153, 0.11110799572608909, -0.3363159977691369, 0.683163000208861, -0.1699115268847324, 0.28543133394806436, -0.3046425973946939, -0.12297705421864738, -0.33733021874040814, 0.08922741386246652, -0.33631878607385257, -0.13553939253690866, -0.11887909335109725, -0.33682020047298533]"
T20F10.2,"[-0.9870634706624217, 0.9682084422272944, -0.6142450277669484, 0.9284896046811905, -0.12006556534220203, 0.037874043277656005, -0.7238251873745936, -0.7680853828893255, -0.6208399243869156, -0.25467811627907133, -0.9152724590249575, -0.6951027858269467, -0.891448313589732, 0.9275586662916704, 0.7158459367472797, -0.9141741506739252]","[0.017215394837319764, -0.1869404589562977, -0.14120828875266486, 0.11525201260843937, -0.7303291588008035, 0.7985864382613274, 0.4582502843984825, 0.6846884591280218, -0.42639021526111776, -0.01820012706367819, -0.4571998902623151, 0.510868845465896, 0.08297501233505052, -0.26821676583437043, -0.48302991408594387, 0.4706361940857978]","[-0.9670994722148331, 0.9755019310584161, 0.7644121517240943, 0.9701709075165823, -0.8595968431623331, 0.13783134396977176, -0.16226666014311086, -0.8207677587680589, -0.45129331077889523, -0.18808763886801083, -0.6452438038477275, -0.7836906181821325, -0.6947182459692617, 0.9510365180804882, 0.9212851143941514, -0.3426304546992094]","[-0.9808242058396696, 0.9963509103207978, -0.27280820934730143, 0.9845145812571027, -0.7882781116940402, 0.17379095607764025, 0.08236744630870915, -0.8090455273971573, -0.5494377152719079, 0.7071711533715185, -0.541588423157335, -0.694506000779526, -0.6421523107194796, 0.9892814950554483, 0.9758263924909581, -0.8338642248301446]","[-0.7398861949619173, 0.6357528507631489, -0.7124550497130692, 0.8249718205846956, -0.2703320169521921, 0.6913342814040924, -0.1906902920868647, -0.06093753861856817, -0.8521205240783936, 0.3050760785269726, -0.9366517798421216, -0.30774619323219515, -0.5794371237647701, 0.5279292467048724, 0.27194585175640396, 0.07425134085411558]"
T22C8.3,"[-0.9350370004276586, 0.9496538346389611, -0.4486081943970188, 0.8368110407222359, 0.057967308442685966, -0.29978453580365505, -0.5962198014399318, -0.8060870570966568, -0.35768904639685906, -0.18808471216039147, -0.6892489922593747, -0.732040301472642, -0.6917468446741926, 0.9492365846670746, 0.7041922805819788, -0.7863605120220827]","[-0.8666039981796105, 0.8808617468856179, 0.13246616794203203, 0.8509042509835661, 0.31255498864402825, -0.25556802218048136, -0.18793103712841858, -0.7856585438164467, 0.741579353905514, 0.5589121997093279, -0.6206960699902356, -0.8333784239087297, -0.4874391302976472, 0.8925077507687202, 0.595224508626, -0.42736185047307146]","[-0.233503398352639, 0.28805586741072436, 0.6089573072982402, 0.31736285905273265, 0.021916765007192224, -0.3292485627411596, -0.7667286190437551, -0.3330766667574974, -0.1265452932635015, 0.34018660255102084, 0.04499040293587991, -0.40861884729906134, 0.22414953761032078, 0.33568501150332175, 0.26188666312303244, -0.20995756942866312]","[-0.3760300600001908, 0.31658281148018225, -0.6420136299677088, 0.3065082648524011, -0.4600807437653301, 0.23145081902736386, -0.20297955029505554, 0.09950491073921569, -0.35209360416071755, 0.016483870361541045, -0.31062352734438564, 0.11651291001171565, -0.6214753148732886, 0.21917000473004827, 0.19914540562006772, -0.08061568011587578]","[-0.8025506873440796, 0.8682935070457449, 0.040644802721621534, 0.6753862748292602, 0.6774065563773655, -0.4702150811262918, -0.4949144891403381, -0.8981504152415029, -0.10760361861091504, 0.21167043755007853, -0.42368684007278334, -0.8429984113805193, -0.45707678623602654, 0.9329248661200352, 0.7374309719607882, -0.15684673245932265]"
sptf-2,"[0.3289374961168058, -0.38198086782878754, -0.08747312219094439, -0.41969870376100354, -0.34506746237243807, -0.010205308829652975, -0.09601388237184443, 0.5763350537206138, -0.13823992393191226, -0.3366506098247888, 0.38444647598009357, 0.646676301245787, 0.5370378492562863, -0.38512792187546246, -0.26863206489978975, 0.12850787913716713]","[0.1863126245875799, -0.1356016664018883, 0.9043722848749407, 0.054329217012633824, 0.07196313469811136, -0.07343620896199081, -0.23319975747237837, -0.24440022011785506, -0.3059817480748119, 0.5279131996649907, 0.2731808386150112, -0.234636804982609, -0.23947631669834943, -0.12205332587465861, -0.08985134123311161, -0.2807250783450214]","[-0.06944085041094947, 0.09986806440188056, 0.058129232785952986, 0.019173542037777408, -0.2016563754750052, -0.07052054821442194, -0.09309358902310011, -0.29674722007937815, -0.09019495241573375, 0.6673197177957451, -0.1871600800888705, -0.16484327105052043, -0.38873792009428454, 0.1584267242408729, 0.005869334040905949, 0.31691320390279487]","[0.060304978154069225, -0.18117382893165235, -0.43797866548600317, -0.2138925803975804, -0.14960909232312897, 0.33001055400859935, 0.902635428897908, 0.36322820060454536, -0.3159128236433712, -0.35410888556480175, 0.03413020289660204, 0.6546280502928762, -0.1782071508405571, -0.23256074001191487, -0.2848894645600969, 0.12511285997740318]","[-0.46579446311141254, 0.5686451160270878, 0.07940724657770223, 0.2876603712315054, 0.7003804706881533, -0.3859379284490176, -0.3497885090651448, -0.5389775616291345, -0.007660959097402359, -0.1108654478496205, -0.23964154639458263, -0.46374134364650377, -0.3755863687461106, 0.5234606042617187, 0.9232296763301477, 0.10235538235025493]"
T23F11.4,"[0.22749720937150675, -0.19974834278390485, 0.3455466209657676, -0.0050528459486540445, 0.11600438614274691, 0.3630661220465619, 0.31176588105818964, -0.1217862940997977, -0.08379151978144911, 0.6091629994420404, -0.15838453434283195, -0.19472817999157954, -0.14112452376595627, -0.21201961093528066, -0.23647157051673812, 0.03516864830257593]","[0.20278421112025102, -0.22604658538338535, 0.5090000282466234, 0.11343873515612722, -0.3740158148601318, 0.45052588589583215, -0.5367738850134554, 0.0805071019318175, -0.5673149598729018, 0.36554943305095533, -0.0663183888177267, -0.020907567755826854, 0.1397943419219878, -0.27649757551382736, -0.3635213896075865, -0.10833892116225552]","[-0.8802155547699861, 0.8976804456096401, 0.7247904844335961, 0.8670488318324364, -0.8600071748238891, 0.16836812693557035, -0.2144557850878399, -0.8883155541145328, -0.4788190358664344, 0.19687122616846653, -0.7331205261519398, -0.7752725087679805, -0.834924372991412, 0.89674492882206, 0.8339792203516393, -0.15962970191225356]","[-0.1942374244729724, 0.16355613542642336, 0.14246842830385953, 0.12673591357592132, -0.28746732921004886, 0.3665338437454595, 0.05256301094421778, 0.030113769821419584, -0.6080639650434032, -0.2912392026381927, -0.20315135617334606, -0.011800886491229873, 0.33932030378954986, 0.10563220998792856, 0.08369820388659636, 0.0985272501024803]","[-0.012482156096974072, -0.043292680061497286, -0.25823495992146894, 0.1485320942432283, -0.28686480227625394, 0.7620473767050412, 0.07538938304670223, 0.2823719143115872, -0.26501073792922625, 0.17830543094127566, -0.3638126318586745, 0.07201510626347397, -0.4399255200190958, -0.17109697942340016, -0.09051842527642401, -0.27784129648584627]"
saeg-2,"[-0.15677436337052872, 0.11699513062721488, -0.3951675033047877, 0.06520442074675972, -0.3874984065184958, -0.12963227228720012, -0.5752382112195766, 0.23504563471698803, -0.14602172248265788, -0.6408331787335657, 0.11647408249050514, 0.22481468998347792, 0.30936078662176514, 0.08693283515765413, -0.003882544698263421, -0.3242799923308041]","[0.12385073102188658, -0.1250048203082907, 0.6017262002414698, -0.0009098423726031091, -0.10989485319166198, -0.011233158275446811, 0.3604926902906852, -0.025710376577051164, 0.030483947686415908, 0.1908489536971051, 0.262457974481095, -0.048535605979252765, -0.6053843897797943, -0.09298804844421517, -0.20883592794478206, -0.26236949170283885]","[0.5382325010532902, -0.49942155497657437, -0.40401652140446814, -0.44289678445461494, 0.44605378559222014, 0.013070166585094023, 0.49423113837421667, 0.1432813068516281, 0.5582320657865434, 0.34607262344814527, -0.024681427562059863, 0.14345083165996966, -0.28938293834644585, -0.47969121151656663, -0.34722388635144125, -0.02098434025480638]","[-0.3915062981927436, 0.4381423868890893, 0.26611462410866465, 0.38199963040173274, -0.21681192619877865, -0.5502391345300177, 0.049410953538689614, -0.4167594089142814, 0.16318719071954418, 0.3804967243474423, 0.33803469194500024, -0.44526751701965733, -0.2592381171327221, 0.5814766159604019, 0.6040837771713815, -0.2788419038561243]","[0.5270780816115715, -0.387797949546626, 0.7870285439255997, -0.5650891875376056, 0.4842350582583465, -0.749704729980422, -0.11474211310821922, -0.24560841575552228, 0.9359697925725028, -0.060954326563762984, 0.8775615698901571, -0.05856180321798728, 0.2884289793097932, -0.2919449432990628, -0.003514112005498296, -0.3579504333221869]"
jun-1,"[0.48682137309849915, -0.47193559240328053, 0.3908753923831964, -0.5174216082253547, 0.05705838852939707, -0.24920609204808947, 0.24459902954227294, 0.3843504497487994, 0.1508759244387211, 0.17158604423982737, 0.5369348106920016, 0.39710958137953, 0.6625305747559693, -0.4254271418862434, -0.2926356722584891, 0.29005333618301027]","[-0.098220294142451, 0.057208382920962995, 0.5264174055346009, 0.45816688974801156, -0.3253816508187664, 0.37021844938696935, -0.23927413184325255, -0.048394043105875244, -0.3681746689776152, 0.805387112120619, -0.08640004016374908, -0.25144324834568044, -0.11974480321673348, -0.0056457005339271005, -0.1848363919242575, -0.16397044798845722]","[0.26545488118062843, -0.27003584253795365, -0.3955284130505888, -0.24418994102063077, 0.2351000746529496, 0.10728015735660588, 0.4945695560842272, 0.25495953802362803, 0.45783352346232936, -0.4104407254123701, 0.049296802999802464, 0.18068265432302338, -0.08387873727341719, -0.29708450457119606, -0.1134183964584191, -0.3422257995830604]","[0.14456866457249212, -0.1990143997316631, -0.21273517232526098, -0.24857312277663957, 0.0013273059481960503, -0.1567320919454827, -0.24475835728517595, 0.5845030413169614, -0.003947151630960044, -0.4324370374820805, 0.28978483205194416, 0.446931720416856, -0.11632276051809104, -0.23263836660747583, -0.23156353748049835, 0.5234013028623586]","[0.6507431689706403, -0.6055879733743309, 0.2245627292804956, -0.6629319158400224, -0.142089166876969, -0.3519492357125266, 0.006634099032193451, 0.29024182634623513, 0.5604155734593224, -0.46019347306840147, 0.7931017074600986, 0.41261181946644454, 0.45562125961229044, -0.5562850374116974, -0.3546222089357853, 0.009855305489236521]"
nhr-285,[],[],[],[],"[0.2716821081766351, -0.28757817820536224, 0.016275050891513834, -0.33750576793460546, -0.24078535188052583, -0.15622895474635973, -0.1513357707831085, 0.4130164267132344, -0.18738326074787648, -0.34142303074007263, 0.16183762769875287, 0.4387801110516361, 0.8580672541371265, -0.2866228400883482, -0.21809989902367286, 0.3103946498699456]"
T27A8.2,"[-0.10795883334793016, 0.041700382475175844, -0.41183359566195965, 0.062371412116196207, -0.36395172865144065, 0.16077445509466082, 0.02539142396754926, 0.0768347296373038, -0.3510234809216173, -0.22896122022476548, -0.2005626293641803, 0.29145886359149287, -0.2976499673526214, 0.028090589601424132, -0.09434981002552303, 0.008132708457169832]","[-0.47889029366350994, 0.49268010472803325, -0.18894985603191283, 0.44182175378220123, -0.041036418690659854, -0.2669180498709761, -0.1428571428571429, -0.46837967695684457, 0.7004245689297196, 0.06271862502763277, -0.337219380052202, -0.465910739390011, -0.2583429446724691, 0.5313912672996515, 0.16418946320032682, -0.23800543150296732]","[0.21659967079084513, -0.2538092541248594, -0.2028107490045346, -0.2962368064053917, 0.2941793509509679, -0.18640721417370548, -0.3382215583527432, 0.5380047627926128, -0.0491048588307343, -0.4161557319128655, 0.602175362801683, 0.43927552500790945, 0.894278137151514, -0.25742879017308884, -0.32094989600098045, 0.053326438819485275]",[],"[-0.31756764326043646, 0.24688327597182189, -0.20504250351264092, 0.5470655663163856, -0.27025123659310835, 0.37568102928115554, -0.09664495664375664, -0.06719796847551143, -0.29031601976872795, 0.7276164379172119, -0.3106918905552423, -0.282452317149327, -0.2602314954184481, 0.2137675440647412, -0.06232469539250473, -0.12881127530989683]"
hmg-20,"[-0.13930422413987148, 0.22840500273711625, 0.2706939247419789, 0.1014381270667476, 0.5129702701930114, -0.5340768623295797, 0.05307744436708717, -0.30967508058434384, 0.6838623132519915, 0.06170174575498223, 0.23110261745431665, -0.4705382787276946, 0.13409264460311116, 0.2741642663851753, 0.2291802652403877, 0.10630542553662603]","[-0.5144506213535185, 0.45031257182854967, 0.5897697976299996, 0.8350471695470474, -0.218682282733692, 0.40645596663289285, -0.2571050850656613, -0.30822974216186444, -0.09203381003020628, 0.94673342633714, -0.5580437679995806, -0.524129468670724, -0.3387207658196675, 0.38249718336730965, 0.07451157003080577, -0.27590888963176396]","[-0.7655343931889467, 0.7929876280816802, 0.48813873127655383, 0.679825274060443, -0.6195262548669497, -0.2725190284146051, -0.3056768959057047, -0.5063185122833799, -0.15603638851431767, -0.32368999217668176, -0.10520949644102141, -0.5644485276329565, -0.2301095286059619, 0.8244640703586666, 0.6569732900623846, -0.39317046573488995]","[-0.9328329563963071, 0.9775720427726143, -0.175286692688994, 0.9819457109595765, -0.6904968005902309, 0.09495696260372936, -0.06931769301827383, -0.891246256194077, -0.4083435268412301, 0.8030402901825252, -0.5373966615349828, -0.8176392442640716, -0.593660379880295, 0.9867228250563004, 0.9851874489656561, -0.8737091898788112]","[-0.6397880518618609, 0.5638394987948938, -0.4558159255730604, 0.8273404238381079, -0.23274920554837192, 0.5243430328481906, -0.4801202724988344, -0.20671502398909875, -0.5682303000802327, 0.5686514914284305, -0.6620497213151579, -0.4962437537990503, -0.48781303244078783, 0.4978400363265709, 0.15044291581132685, -0.31880094979404916]"
W02D9.4,"[-0.24433997121435297, 0.2173205068590163, -0.42660051722708514, 0.341008909978008, -0.3698296364539897, 0.5094909014445178, -0.4135123281455784, -0.13841070321491303, -0.39066744906330103, -0.15069012392926504, -0.46257705421237494, -0.15037960990682453, -0.37575145340050553, 0.13478795807503913, -0.0714658410511282, -0.4607966274375741]",[],"[-0.41105181028475546, 0.4063075889990244, 0.6189586823774277, 0.5710846997730954, -0.26970247100245703, 0.32552028428461144, -0.09531070186836928, -0.4674285368016521, -0.350145809176036, -0.03277078948860779, -0.561792147529484, -0.45643270172213046, -0.3626888181086211, 0.33980585973203103, 0.5143242393553977, -0.22612712742636126]","[0.18716058701584887, -0.2312586923882809, -0.12494472767473873, -0.2826640244607333, 0.044468048374863636, -0.22104908378218688, -0.3056038915508671, 0.5797169837366636, 0.06343756910685888, -0.45171191183160786, 0.3555377185905468, 0.4153515827336839, -0.059249030406894124, -0.24686179057852176, -0.24071217333950679, 0.5555833902724855]","[-0.6101090211257763, 0.7029986792068919, 0.09034924096219096, 0.4501575130912077, 0.7429266511783755, -0.3986792257249574, -0.3227340051337634, -0.6430083161139337, -0.09457520033181668, 0.09842900608741892, -0.3595669080530805, -0.5812997581983069, -0.4026519866191475, 0.668319117509111, 0.9765404081968555, 0.14415690593104794]"
ccch-3,"[-0.9546930189330856, 0.9689687747755443, -0.4370822119594392, 0.7624875063564611, 0.13251815719829776, -0.28719630205517016, -0.6349039556994301, -0.8162038014760737, -0.43674879971148, -0.16117622286498837, -0.7318579882611274, -0.7023343897076056, -0.7294134090034203, 0.9729988966157148, 0.8815406440552295, -0.8023854186124348]","[-0.8043342232614493, 0.7806021472055165, -0.02154919637010494, 0.6036657847390458, 0.5350444635632586, -0.1656459146048726, 0.3761921846509262, -0.45651135333090404, 0.6030915124923474, 0.3056884488234296, -0.6186155744584586, -0.4708297115008779, -0.49180593711935006, 0.778369603994253, 0.7500846804629734, -0.14633127325629286]","[-0.440900303678873, 0.4552621173252445, 0.48164670176000984, 0.464876641288687, -0.34128295282144494, -0.20555935812193601, -0.20687685714874537, -0.34809289018770245, -0.4017959785818276, 0.1384183465693182, -0.06110623727168864, -0.3303385032527474, -0.05675212159739385, 0.46816951614985386, 0.2539734695259101, 0.27374524090737323]","[-0.28787978127858643, 0.23402311067589504, -0.6823568693195532, 0.26817499203286965, -0.41483803147151055, 0.5537441689492647, -0.3469493013022717, 0.06857353618472509, -0.45500413557599073, -0.023300221150692996, -0.613354558298651, 0.09205772266340455, -0.4701760552177613, 0.07523005631624467, 0.04789698813291145, -0.1248475611498195]","[-0.8104900433277262, 0.8843922248713814, -0.09104164524508881, 0.6483339890853488, 0.676343964765118, -0.42858812666861024, -0.524416628403225, -0.8011318209493733, -0.18623622283940303, 0.035145185013100655, -0.4569682836588668, -0.7510585871090996, -0.5023078300501068, 0.8938174302343603, 0.9280550082323852, 0.03438865045159689]"
