,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
nhr-209,"[0.7794354494544778, -0.8033170127531265, 0.2865517735912347, -0.8552041767079374, -0.06055570747506006, -0.07090783424762007, 0.5398335986549972, 0.7903518882126113, 0.38526091794923506, -0.059187547481728275, 0.7861069599802336, 0.8495352170376381, 0.7344619978612079, -0.7668694665801592, -0.5325819742241852, 0.81014766670052]","[0.1980788680886278, -0.3489717841206905, -0.08109448170115156, -0.22659989653400442, -0.44849935903549076, 0.612522426662997, 0.8649098645427509, 0.8085337093517685, -0.4557040634969694, -0.2871355785280369, -0.24180794064480232, 0.7502106582557284, 0.015879346913373414, -0.39897694304965164, -0.37726710646537664, 0.6132046413989791]","[0.7051941035619493, -0.6549125730581897, -0.3129182479503172, -0.6461924920707784, 0.6923842816783973, -0.3629031394311621, -0.1505382025065694, 0.3441081543967803, 0.3731182447085122, 0.7091007110723754, 0.455701162742435, 0.3259561058445332, 0.40467577750577716, -0.5784614145492011, -0.6609078149238731, 0.342771643455174]","[0.020074909564389412, -0.1548874632518202, -0.6126424901772816, -0.16178453852573532, -0.3200358301341706, 0.6364843753485033, 0.7334479431396356, 0.2998050723384408, -0.44939114236117605, -0.44653351287833787, -0.2224907570542846, 0.6354526578367707, -0.28026198784903217, -0.24656447365463113, -0.31518115197782853, 0.03422764716772011]","[-0.48411327655063685, 0.5775704074166756, 0.07457227619267323, 0.28584482064960054, 0.6983614161965628, -0.4268952330349057, -0.21808520200482132, -0.5115645996637569, -0.072672876334608, -0.08354477400118823, -0.2721845158558875, -0.4077839143989391, -0.2863718110067478, 0.5389516926533061, 0.9313258153765516, 0.29154688161882636]"
R07E5.5,"[0.4998492350045604, -0.40490475613782795, 0.8827689389563357, -0.41348456394415684, 0.6445285767475555, -0.3297814326043867, 0.8757072070723518, -0.13512554259427406, 0.4592809874111477, 0.9693142263567944, 0.3691739677826364, -0.13611154115989788, 0.2518488871157929, -0.3056839127837315, -0.20059859855185289, 0.5588765169306942]","[-0.5634845169579816, 0.6398592625579786, -0.3086438480005685, 0.23094256554302914, 0.9346102245621827, -0.45041517626395683, -0.1428571428571429, -0.5827020974360739, 0.5748269679019616, -0.030086945398951234, -0.25220481571281084, -0.4945413316005531, -0.1250541207713279, 0.6567959664082069, 0.9383028212269333, -0.30587797024348223]","[0.09449294369619382, -0.17201639621481363, -0.4850941220841383, -0.2176631573851221, -0.22167629401788877, 0.2117283329359329, 0.7225854751252544, 0.3269289501111946, -0.37608894438401363, -0.10264286771702107, 0.07728984746415805, 0.49701583478882316, -0.06160662169901113, -0.21401850258615912, -0.41719107942836997, 0.9621110258386525]",[],[]
zip-6,"[0.27637485800969197, -0.304489407078053, 0.0009192924401796726, -0.34781170721938093, -0.23656476175589616, -0.10755334477697179, -0.14782233423791416, 0.4613700444932197, -0.05405541965079055, -0.26665094889629404, 0.38842547293678403, 0.47507954066678465, 0.5727752698074835, -0.30171050498884383, -0.21197429211212893, 0.04483577280069549]",[],"[0.09449294369619382, -0.17201639621481363, -0.48509412208413843, -0.21766315738512215, -0.2216762940178888, 0.21172833293593296, 0.7225854751252547, 0.32692895011119466, -0.3760889443840137, -0.10264286771702111, 0.07728984746415808, 0.4970158347888233, -0.06160662169901114, -0.21401850258615915, -0.41719107942837, 0.9621110258386526]",[],[]
nhr-269,[],[],[],[],[]
R10E4.11,"[-0.9001025946730751, 0.9120145859311686, -0.34993573335346, 0.7029939893707017, 0.21971370223016354, -0.29672283163904123, -0.49852678016042834, -0.7822887752566672, -0.3743119324890941, -0.11051687287685191, -0.6917187899997197, -0.672615133125195, -0.7442048357573222, 0.9269986666242636, 0.920634575809855, -0.6585524033057238]","[-0.8838793740125731, 0.9050759454352536, 0.20101733925009269, 0.8988906905206799, 0.41810617543355943, -0.24326862763780865, -0.29107899211280364, -0.8146224593726799, 0.5876871095854705, 0.7421647920307719, -0.6231501463849288, -0.8764901318310482, -0.3608162304149526, 0.8976408686045351, 0.696670626904306, -0.3894351626277839]","[-0.427955605340114, 0.3893613845049773, 0.5501388531171691, 0.5588163240421096, -0.3765946847495378, 0.5551259018820216, 0.01434325475695844, -0.42534952463383463, -0.5245509217718831, -0.09194555641479013, -0.6887177560025939, -0.35057340617132593, -0.42882306026651235, 0.2918259051705937, 0.5019929767403067, -0.0861685346007268]","[0.45947949507688757, -0.3738443135478695, 0.1316497136802649, -0.2687931043389624, 0.5073828881276361, -0.12134422126737082, -0.4397610261622805, -0.20506230949143142, 0.747124904710101, 0.24735264883681524, -0.03221093656572055, -0.21349090833494244, 0.0602816020743132, -0.32643735111692895, -0.29716333548030716, -0.1537882100600939]","[-0.8883737849797663, 0.8620463301300779, -0.3135313755965524, 0.930876599077142, 0.21164005150199394, 0.03603067431889401, -0.3596328798966071, -0.6564576403754572, -0.42374097736949207, 0.5291390819513064, -0.6605121346798188, -0.7663376142160578, -0.6193912659785024, 0.8788673874325756, 0.4801135021507741, -0.10123986965236423]"
npax-3,"[0.5083700904631842, -0.41839416871461244, 0.8468705968841828, -0.4088998465034317, 0.598412053471745, -0.2350110211656274, 0.8429380613554465, -0.115281142745712, 0.41749373383996535, 0.9576393642448647, 0.3308735861462412, -0.1231111031940528, 0.22481223194950567, -0.33130540302995903, -0.22589693398640182, 0.5329921061812539]",[],"[-0.09233802637358499, 0.014607570707997668, 0.02937185698774289, 0.049299588999103264, -0.2274787605386636, 0.7529537151379679, -0.13587737219513488, -0.030746099035640618, -0.3721516372870769, -0.16043386155723244, -0.5261306201378013, 0.09482268824231452, -0.17643020589206854, -0.072349947357718, 0.22847853430323806, -0.19206115278644928]",[],"[0.16379379970642008, -0.24430586071389862, -0.37342055355280446, -0.2503899844794718, -0.3377351776473959, 0.31993657532263603, 0.8652923562820325, 0.4976135571714349, -0.29172677089629045, -0.3435130713091313, -0.15366348174349645, 0.5971012354750909, 0.022783488296593535, -0.28060039499964495, -0.20886842160911137, 0.7954567065705022]"
miz-1,"[-0.8975760351405224, 0.8841733141230397, -0.5411123190543106, 0.9549324587501155, -0.13425084211497385, 0.05683711893721226, -0.6637135561031516, -0.6948142415908218, -0.432000962631027, -0.28152410061394406, -0.8005037386965717, -0.7318071196702314, -0.7789473193737777, 0.8348793836498632, 0.5343622111432066, -0.8258894083550782]","[-0.5782915771462445, 0.4887547028755754, 0.3311436082309051, 0.8394042819658669, -0.3166260966827508, 0.5565222287349276, -0.1795359075527524, -0.22186075937382108, 0.09369191312657417, 0.7009718598200632, -0.6303139650124825, -0.488670903810455, -0.5162039302599326, 0.4163264612079048, 0.027607959595445118, -0.4203536936040786]","[-0.9677410437245294, 0.9751689357327645, 0.8162043021736491, 0.9419093969072523, -0.839015858770662, 0.05156709850741252, -0.41605985581341065, -0.7823790953551597, -0.5462260296184887, -0.10753739574564958, -0.5252682993759754, -0.7450939395617444, -0.48617109159929656, 0.9663862760311829, 0.876028724056263, -0.2705448462121987]","[-0.9571860894245248, 0.94982872482963, -0.2520751385833599, 0.9059800720106981, -0.8262720855277358, 0.11697746661452715, 0.13094385345719423, -0.6391643690638499, -0.6108201930699788, 0.5148431498916209, -0.3860252077180867, -0.5495828041867051, -0.6058417057278552, 0.9500602925133587, 0.9327709767993176, -0.6557764973080391]","[-0.8832893952316889, 0.8019175865579196, -0.7425314397732066, 0.9026081064146432, -0.12465787648647113, 0.4865462598908686, -0.36337716299280337, -0.2919550296027683, -0.7934433376737298, 0.14335856787322449, -0.9307637378089554, -0.4828697014988742, -0.6774191134418226, 0.7374636572085618, 0.38762862522738184, 0.005981640141821315]"
mbr-1,"[0.6056703377275201, -0.5352885530062357, 0.8232516292225467, -0.5344227214712098, 0.4619470421795299, -0.32997806734880203, 0.7634629663981384, 0.10244555291429933, 0.3756110307844108, 0.7867310172690032, 0.51429813963053, 0.10550654260770444, 0.49348304189865555, -0.4435491687131961, -0.31896416693679164, 0.5431640949826881]","[-0.47889029366350994, 0.49268010472803325, -0.18894985603191283, 0.44182175378220123, -0.041036418690659854, -0.2669180498709761, -0.1428571428571429, -0.46837967695684457, 0.7004245689297196, 0.06271862502763277, -0.337219380052202, -0.465910739390011, -0.2583429446724691, 0.5313912672996515, 0.16418946320032682, -0.23800543150296732]","[0.539567565935841, -0.44122363491490046, -0.007781425969688503, -0.40727150935878537, 0.6313130781253802, -0.4109730401752758, -0.33822155835274315, -0.024216705308196588, 0.5223785381025148, 0.9157748777380781, 0.2011156333581188, -0.07339223081197516, 0.0827411543296725, -0.34167907092603295, -0.3440393195871788, -0.05482773958329258]","[-0.4381187504883583, 0.47576424376583837, -0.27094106132083867, 0.5331625229090292, -0.2203260292032102, 0.27317527564143895, -0.25297509490315456, -0.4364975028953437, -0.26679794618834335, 0.582640604973268, -0.6438718924645864, -0.4433632526557636, -0.27689345215613875, 0.383039201392348, 0.388028127676681, -0.509052936997169]","[0.5700411791946887, -0.5233242389945955, 0.24069072374837847, -0.4870625710303356, -0.13614045514256012, -0.16086879345717403, -0.17745673965517578, 0.16316420557832242, 0.6191702970896886, -0.23161328904722883, 0.719286355171476, 0.18400423798414745, 0.1468367314123029, -0.49073003031560614, -0.3643244612063808, -0.4089831497926617]"
hlh-34,"[0.43556055674172567, -0.3905960060807286, 0.3031096949382318, -0.4420450856134744, 0.25537490859351963, 0.07075691770461273, 0.2363430850617507, 0.30344605201443997, 0.6385360507914407, 0.04651926616392868, 0.4556217575288274, 0.12946905111534626, 0.39159773430227085, -0.3964099740027866, -0.20497882166637016, 0.482178033139526]","[0.06894504244203162, -0.17709574894147784, -0.05203957326738692, -0.18480580775650368, -0.18851262471050953, 0.28928415100848986, 0.9939194672614808, 0.554323244061284, -0.11053771554830846, -0.2736236337501175, -0.12147479937372835, 0.5434102066738521, -0.24624975307866223, -0.1878022889372466, -0.1608765810316788, 0.42881973677756413]","[-0.41105181028475546, 0.40630758899902447, 0.6189586823774277, 0.5710846997730955, -0.26970247100245703, 0.3255202842846115, -0.09531070186836932, -0.46742853680165214, -0.35014580917603605, -0.0327707894886078, -0.5617921475294841, -0.4564327017221305, -0.3626888181086212, 0.33980585973203103, 0.5143242393553978, -0.22612712742636124]","[0.3997075450250871, -0.37710314042051074, 0.6613098795539372, -0.42599190248855506, 0.4401456680292871, -0.2543159913329464, -0.11020187086674883, 0.4380902682015555, 0.016256014155872606, -0.4339808254620383, 0.42395674414970513, 0.173468660185708, 0.8724429941565756, -0.3593527770865029, -0.3333600454092592, 0.6355123686481234]","[-0.09560020779824888, -0.020053020221235063, -0.4483401708525472, 0.1903237287708788, -0.46631470024114824, 0.5275666853148046, 0.6288323863830775, 0.3532966946975085, -0.44358382154378717, 0.24467715574687035, -0.34680333800612384, 0.2791896754274064, -0.16825116067324866, -0.07308660406463066, -0.2132196753661959, 0.5494177015349722]"
gla-3,"[-0.5761673174152196, 0.5829171232542899, -0.3045196947700921, 0.712541146374443, -0.15108055617748825, -0.14167223315873656, -0.3247166814461748, -0.5555539200421152, -0.267187364871793, -0.05020138677278116, -0.4731331903236433, -0.544816568199516, -0.4392550288247554, 0.571633774226025, 0.10414859835360876, -0.5875649136230225]","[-0.4788902936635098, 0.4926801047280332, -0.18894985603191283, 0.4418217537822012, -0.041036418690659875, -0.2669180498709761, -0.14285714285714288, -0.46837967695684457, 0.7004245689297195, 0.06271862502763276, -0.3372193800522019, -0.465910739390011, -0.2583429446724691, 0.5313912672996514, 0.1641894632003268, -0.23800543150296732]","[-0.4422310718144337, 0.4088508681535326, 0.6254587582531084, 0.585269835734572, -0.3517149987637704, 0.600952107414299, -0.14475889298112982, -0.47549627775099657, -0.48495464022072454, -0.09171392824293977, -0.7519111345704215, -0.41826409308714996, -0.4252222297218608, 0.31074229553652666, 0.5949930068507262, -0.2953816923545295]","[0.635864236937568, -0.5668435816155908, 0.28255810961975336, -0.5263231107729753, 0.6841091617635932, -0.553968098383345, -0.44877183700022455, 0.2237882620979368, 0.9071935930311756, -0.020197813117391133, 0.4868267023759403, 0.07330182655475431, 0.17406709115389937, -0.47683620557066386, -0.4304104102618702, 0.3125714795351886]","[-0.39369650903311715, 0.4218187011639972, -0.12747984687919678, 0.24709687646897716, 0.2956261467101732, -0.14413594162153126, -0.2426938848964505, -0.10778603584310462, -0.42774022459127625, -0.11218683028131475, -0.40207586728347816, -0.1030103835675886, 0.1036103088302019, 0.34107378159082313, 0.6666180518991449, 0.4533120752815594]"
nhr-271,[],[],[],[],[]
pzf-1,"[0.48453526721347245, -0.3918521467745768, 0.8746662086155326, -0.3767226678429406, 0.626977211720797, -0.3103247200454304, 0.8664977400403994, -0.14694442931343715, 0.43938107541194876, 0.9693640977423092, 0.34376455273636736, -0.15729218723261512, 0.23071299753434887, -0.2957386294489761, -0.21056900520721272, 0.5361790382043755]",[],"[-0.41105181028475546, 0.40630758899902447, 0.6189586823774277, 0.5710846997730955, -0.26970247100245703, 0.3255202842846115, -0.09531070186836932, -0.46742853680165214, -0.35014580917603605, -0.0327707894886078, -0.5617921475294841, -0.4564327017221305, -0.3626888181086212, 0.33980585973203103, 0.5143242393553978, -0.22612712742636124]",[],"[-0.4819360269959436, 0.4728078620802384, -0.15147028108707525, 0.4287622720461471, 0.14530259604687337, -0.18960922520591228, -0.2889622846529538, -0.4943631030678269, -0.13091154099528254, 0.020184477718526626, -0.2679712619491738, -0.4656821285885953, -0.24264582663226048, 0.5730416681034197, 0.0788535539086435, -0.20979963989770697]"
nhr-213,"[0.4875659629354922, -0.4740648928420333, 0.1703714892836373, -0.5277032585363036, 0.03474130104411022, -0.1433702715658769, 0.10281659456157022, 0.5909196375623732, 0.6872466118628051, -0.34749307592753353, 0.7320545315641923, 0.41891853561992526, 0.7362249617238092, -0.47381802398176337, -0.34109981558048874, 0.5226481784760312]","[0.43810785893843557, -0.4360313467438199, -0.2901714697609145, -0.42002330887173517, -0.21125322172690902, 0.10186524135272987, 0.1557808125918902, 0.4099282776477519, -0.19560878504332607, -0.28687828862130926, 0.5674687461214398, 0.3474039543975152, 0.06634463575979031, -0.4417654349899518, -0.34464519190257653, -0.008102642229289359]","[0.43536804850463773, -0.42640704150263276, -0.5568511238978194, -0.45083522815401655, 0.46443635698044883, -0.2372436571372418, 0.3890401916405558, 0.5196097849929919, 0.6279121883612216, -0.5062651453342497, 0.5046598110036014, 0.36272484484301265, 0.351931989669084, -0.4168838657518836, -0.3573414800670697, -0.28740560581033986]","[0.3714493892715758, -0.33292787976950006, 0.7371932105420724, -0.3720405038776629, 0.45795781578151107, -0.2615787311827399, -0.018128441578746844, 0.2841504525833629, 0.0551715981089389, -0.3104050638934379, 0.39504458127678654, 0.058343516850992094, 0.8984911059092953, -0.29517547589401477, -0.2678184454498936, 0.5018695138874596]","[0.0829524264863714, -0.06594458983133449, 0.038975357433105456, -0.20998581334614727, 0.008583299768042008, -0.26988072646153166, -0.26273347436986266, 0.2182501434023358, -0.2203723349672687, -0.35166036365364384, 0.037841034483796346, 0.2644000707153396, 0.7146382485741312, -0.08348364101721287, 0.11526514394485805, 0.350075643084208]"
nhr-272,"[0.2822530045966564, -0.3244306712688189, -0.10717352436934383, -0.32381418440960463, -0.36140916795336264, 0.12896806779128117, -0.2470617600121657, 0.5087411589078353, -0.1653405963395796, -0.3166462921777548, 0.2842766395962694, 0.5059390262599807, 0.4971309568906005, -0.35325900861403414, -0.26605949745057894, -0.03152339636285771]",[],[],[],[]
nhr-214,[],[],[],"[0.07224774519111152, -0.18216640271988715, -0.3525083389333126, -0.2228382930274055, -0.07955537916054317, 0.201105643264183, 0.9216807971848522, 0.3691734943158694, -0.2514990365910785, -0.3030038215533863, 0.12715179845275507, 0.6302521929939212, -0.13200028713089765, -0.2162225771885207, -0.2600291292081009, 0.1526276264736876]",[]
nhr-26,[],[],"[0.539567565935841, -0.44122363491490046, -0.007781425969688504, -0.40727150935878537, 0.6313130781253803, -0.41097304017527586, -0.33822155835274315, -0.024216705308196588, 0.5223785381025149, 0.9157748777380781, 0.20111563335811883, -0.07339223081197517, 0.0827411543296725, -0.34167907092603295, -0.3440393195871788, -0.05482773958329259]",[],[]
madf-4,"[0.12319963152958203, -0.10009084670494249, 0.38682756960240516, 0.19457267334451664, 0.12290853452918532, 0.12923511352563327, 0.38047565000153316, -0.1961289490518936, -0.009166072112742368, 0.5583154896139004, -0.12028751317887992, -0.3113597961626271, -0.1301888956105116, -0.08995003641521572, -0.2637472485163334, 0.04050028299535924]","[-0.2824789887558944, 0.2318245480615897, 0.6926938734303926, 0.6263999852620187, -0.23896967824124107, 0.293217987255147, -0.14285714285714285, -0.18235656149336416, -0.30001508639969876, 0.958147965660214, -0.3276772581979727, -0.34418708714410845, -0.15692051491003733, 0.1755042675304507, -0.04046413711368768, -0.05156730887176882]","[0.42680429411528614, -0.49935361559473335, -0.6845923550299616, -0.510594867250489, 0.3332861474094392, 0.13545454144540914, 0.4677801309967646, 0.7668637906452941, 0.19249232315564907, -0.7875879545931463, 0.4664193755553094, 0.6958214130194047, 0.5670780882646271, -0.558279025575459, -0.4687137073843468, 0.052763836463426986]","[0.2744538154508745, -0.22028720805645594, -0.1774741184813935, -0.09659070091249708, 0.2655015493910082, 0.23523861065585444, -0.36336699762782354, -0.2820914414886554, 0.45268111115829146, 0.28463478270344533, -0.38278337757809855, -0.19363459654385942, -0.13939510170190098, -0.24292388216759664, -0.2363555883774018, -0.3342292935693812]","[-0.2869528406099829, 0.19002913111471378, -0.4274069840506933, 0.5372575354911527, -0.46053254577037606, 0.7791835446061867, -0.17677670805809023, 0.14087933660060842, -0.45590745936773425, 0.5359140061831305, -0.49203972913539623, -0.17099005217962987, -0.44439673859553763, 0.08817277618521566, -0.1361779462166096, -0.3158294390082381]"
T07D10.3,[],[],[],[],"[0.2716821081766351, -0.28757817820536224, 0.016275050891513834, -0.33750576793460546, -0.24078535188052583, -0.15622895474635973, -0.1513357707831085, 0.4130164267132344, -0.18738326074787648, -0.34142303074007263, 0.16183762769875287, 0.4387801110516361, 0.8580672541371265, -0.2866228400883482, -0.21809989902367286, 0.3103946498699456]"
zim-1,"[0.24115764292437503, -0.2999340706753257, -0.15346142537798638, -0.22837949708741873, -0.4474664796771012, 0.14698950015589413, -0.25076957818570556, 0.5148999572862744, -0.24281981116390516, -0.36334572825854494, 0.2372401821765015, 0.5074815499002706, 0.45265210620199103, -0.3323033115918619, -0.3069078364054726, -0.06492463187758486]",[],"[-0.41105181028475546, 0.40630758899902447, 0.6189586823774277, 0.5710846997730955, -0.26970247100245703, 0.3255202842846115, -0.09531070186836932, -0.46742853680165214, -0.35014580917603605, -0.0327707894886078, -0.5617921475294841, -0.4564327017221305, -0.3626888181086212, 0.33980585973203103, 0.5143242393553978, -0.22612712742636124]","[-0.08390833968962667, 0.0654662801482742, -0.2722666781546025, 0.05184281403491853, -0.08765973997215355, -0.0432260814085426, -0.4272115339683725, 0.27646389533636706, -0.09736840049551915, -0.07410984058055343, -0.04962495880161312, 0.12196930021859181, -0.2155834180158245, -0.002847147147047549, 0.005690333356496005, 0.21209189300086256]","[0.21337819556831236, -0.2259659285940141, -0.20208445560601992, -0.23766917269127327, -0.24458721145752013, -0.14205106504332643, 0.05940321412795804, 0.10529777145413938, 0.21884162849962954, -0.4499020590496195, 0.3593259968689251, 0.1986715773565155, 0.027671625868790774, -0.15987096726512345, -0.3000375952828854, 0.09574861759718077]"
zim-2,"[-0.0059130579120623, -0.039276688409928234, -0.25615804121908975, -0.023389210108623104, -0.4035265368077119, -0.11170453988775576, -0.2649592423394908, 0.23823303565769738, -0.27262892556608936, -0.3487936623509198, 0.11471962580403847, 0.3263509514630789, 0.27283010617598413, -0.04521895405002144, -0.18924821398519126, -0.19339806854523572]",[],"[0.1934329144660935, -0.24281652547586435, -0.2114302463658519, -0.2757620017521852, 0.24439844132821376, -0.1291908201445379, -0.25854455301536466, 0.5500351610032602, -0.13807596959455054, -0.44541335618080097, 0.5720930544841836, 0.4729561308818979, 0.8739179629332089, -0.25913701281785295, -0.3343727026581368, 0.16350855391462085]","[0.0722477451911115, -0.18216640271988715, -0.35250833893331257, -0.2228382930274054, -0.07955537916054316, 0.201105643264183, 0.9216807971848521, 0.3691734943158693, -0.2514990365910784, -0.3030038215533861, 0.1271517984527551, 0.6302521929939211, -0.13200028713089762, -0.21622257718852073, -0.2600291292081008, 0.15262762647368755]","[0.08231404785933145, -0.1795423350965128, -0.5596807378962654, -0.06604319667933746, -0.5077978000760672, 0.7950172442936021, 0.41258021639871617, 0.5672436336535135, -0.4508016701897336, -0.32779539791355233, -0.38977485037837517, 0.4625279267528676, -0.2749323391553247, -0.2979776520758035, -0.23729581307316247, 0.22372443836892464]"
zim-3,"[-0.6183841093549959, 0.6601383870286022, -0.07117581755933017, 0.2945658549896367, 0.4781320142275705, -0.43130778226375743, -0.3198800460420604, -0.5959719117710092, -0.08535817465174977, 0.002708888902720308, -0.35915361807282653, -0.4992743977551093, -0.4260454996399089, 0.7044451613850828, 0.9634217875931562, -0.35177667712057936]","[-0.5634845169579815, 0.6398592625579785, -0.30864384800056843, 0.23094256554302914, 0.9346102245621826, -0.4504151762639567, -0.14285714285714285, -0.5827020974360738, 0.5748269679019615, -0.030086945398951234, -0.25220481571281084, -0.49454133160055297, -0.12505412077132788, 0.6567959664082069, 0.9383028212269332, -0.3058779702434822]","[-0.41105181028475546, 0.4063075889990244, 0.6189586823774277, 0.5710846997730954, -0.26970247100245703, 0.32552028428461144, -0.09531070186836928, -0.4674285368016521, -0.350145809176036, -0.03277078948860779, -0.561792147529484, -0.45643270172213046, -0.3626888181086211, 0.33980585973203103, 0.5143242393553977, -0.22612712742636126]",[],"[-0.7497074851508836, 0.7415028736764946, -0.23210136642448437, 0.6871869624691325, 0.2773217165594273, -0.18194644824273903, -0.2941176057898855, -0.6586891537969476, -0.2829149887239388, 0.18663342039312575, -0.49520810647115565, -0.6485071233933772, -0.4443284344319294, 0.8173348570276302, 0.36144573829421534, -0.07534660153483905]"
nfya-1,"[-0.8823946004360543, 0.8692226171191175, -0.6019336405541579, 0.8491904722271262, -0.20361536577026812, -0.10516049769091612, -0.8404303259352512, -0.5816189249684294, -0.4223777979719118, -0.4614181265974561, -0.6426952131710405, -0.5970735197948553, -0.5321564992397597, 0.8255745381368955, 0.5379262867623181, -0.8972786690187555]","[-0.11758180445434632, 0.1822678947566274, -0.4973760714064659, 0.017281646338134116, 0.32336782940568554, -0.31221022025993234, -0.39814953041350737, -0.21603466551018663, 0.13558535167549812, 0.02347152308742284, 0.10663714223565351, -0.195451189411937, 0.43842872704599517, 0.17670043168886868, 0.3365723769963421, 0.012183829512064911]","[-0.8678219919570803, 0.9043866527092531, 0.7461783145915005, 0.8558144126753884, -0.7799672913387348, -0.1151009709481739, -0.2808543495544934, -0.8314189769347563, -0.4275780847179981, 0.2025246007393616, -0.47905534464063354, -0.770302200347679, -0.6272376400045009, 0.9316858379216227, 0.7427120123342414, -0.06498168563467947]","[-0.5615062792576399, 0.617749838123145, 0.07343382230749201, 0.5991546980658358, -0.34092914484264797, -0.3756667004129597, 0.06488021981865041, -0.6866962333538056, 0.11662228681374934, 0.6544873005701047, 0.039750392787801424, -0.6234525461784806, -0.48935653222080083, 0.7370873175971787, 0.7530632527884741, -0.6094294639877159]","[-0.856710296507829, 0.8875834151912074, -0.23595287668645976, 0.7698856442986, 0.4926446733922234, -0.09995018994887606, -0.390845658853232, -0.6168190407082224, -0.4240997210830095, 0.24575554843561215, -0.6688131001982427, -0.6657401085131796, -0.5692778524941018, 0.8335699892417275, 0.9056609105379346, 0.14455765985193916]"
nhr-217,[],[],[],[],[]
ztf-27,"[0.6864564632618747, -0.7683166205839849, -0.13270406629141815, -0.7075639884049902, -0.4834794348645855, 0.5022373008370217, 0.18965048794482792, 0.9241678148476583, 0.0035474109217647626, -0.3548915492095986, 0.4684247193811875, 0.9711389226499539, 0.48888804069955827, -0.8159309086916133, -0.6158350827090021, 0.5488841374993068]","[0.7542068977233357, -0.8183373267978722, -0.13210408703735116, -0.7949451512229259, -0.43969496395421515, 0.26626802624656026, 0.6239015769878217, 0.8926687546558285, -0.6274296760883449, -0.6327071154377929, 0.3799139044609654, 0.9767644816032106, 0.3913779468379712, -0.8172893769120482, -0.6367381591810876, 0.702944940541012]","[0.15522193589808253, -0.2928435404187268, -0.4014401483563836, -0.21352055288315713, -0.07582493338181062, 0.826037635441348, 0.4823965229846672, 0.4802758392334763, -0.44282673272449047, -0.6425509398414158, -0.21530791021260456, 0.5980725593963129, 0.13926374152300314, -0.437922350423416, -0.18928004545688054, 0.2888047404700058]","[0.3459214813692436, -0.4785525371646048, -0.3719709573043837, -0.5098182729458485, -0.09981930438009431, 0.5316400839137546, 0.20701469908064446, 0.7701639948572074, -0.4043133611197896, -0.930143482430589, 0.013903457985800644, 0.8463059959003641, 0.13635780394523553, -0.5925908655285935, -0.6440722029802751, 0.6151769468729794]","[0.5124337514917219, -0.5979674318285261, -0.3267965536959845, -0.5615554904679407, -0.5662681921755485, 0.48572868431405125, 0.7506300951460632, 0.8399304036253014, -0.22619737257220746, -0.5488710176355505, 0.03760427575969136, 0.8853435028732324, 0.2978369423059401, -0.666516562472608, -0.49308574677140615, 0.5951996586522387]"
rbm-22,"[-0.9585883449302011, 0.9589243028112937, -0.4691723665010735, 0.9419529596856944, -0.02157955127518832, -0.062121900109489495, -0.5994854510902556, -0.8603677344895372, -0.5752570806564653, -0.06844511289165825, -0.8923746522981153, -0.7890057442905573, -0.8733251328373334, 0.9378696570768021, 0.6778432303874917, -0.892765096097639]","[-0.89750689044085, 0.9161605521242135, -0.041658821103357474, 0.7837290818850224, 0.6127622558554653, -0.11200823798977066, -0.21032127586534421, -0.7237119227486591, 0.6781009354525331, 0.46610115651513573, -0.5632293669896031, -0.8268386285566639, -0.5532010071091087, 0.8953808248635279, 0.8407325800837083, -0.6252610655569164]","[-0.9584245295597429, 0.979219538865232, 0.8503490267853144, 0.9686950868223178, -0.8300704296755361, 0.039242769273256956, -0.32900557796795876, -0.8636931991781841, -0.5040525831997751, 0.01404864266692224, -0.5978693003311941, -0.8179355446193828, -0.626377775476228, 0.9749054395884051, 0.8858135084512123, -0.24181903254077464]","[-0.9727540985190664, 0.9740473475263298, -0.43724346246203716, 0.9703899620386743, -0.8458316185008452, 0.24007003004124586, 0.0068632129268063335, -0.762518705259475, -0.5346790523401089, 0.6593693178563674, -0.5900572229842435, -0.6248323534167668, -0.7952607063257162, 0.9517422883744528, 0.932296217043288, -0.8329946187783674]","[-0.9714928082967847, 0.9652993909338643, -0.31104049013609314, 0.9444384406927787, 0.3697048765083133, 0.06066104038224289, -0.41677017912277836, -0.7138792342665294, -0.48645266736999937, 0.39611754930262444, -0.8053166961492226, -0.8128001780222524, -0.7213781290934211, 0.9549565771147062, 0.6690819638865201, -0.1399422448426172]"
